measure,location,sex,year,val,upper,lower
incidence_per_1000_uninfected,SLE,SEX_FMLE,2004,1.3,1.5,1.1
incidence_per_1000_uninfected,COD,SEX_BTSX,2011,0.52,0.67,0.43
incidence_per_1000_uninfected,CAF,SEX_MLE,2016,1.0,1.5,0.69
incidence_per_1000_uninfected,RWA,SEX_MLE,1999,2.9,3.4,2.7
incidence_per_1000_uninfected,UGA,SEX_FMLE,1995,6.4,7.0,5.8
incidence_per_1000_uninfected,BDI,SEX_BTSX,2018,0.13,0.21,0.1
incidence_per_1000_uninfected,MLI,SEX_BTSX,2008,0.65,0.83,0.55
incidence_per_1000_uninfected,LBR,SEX_FMLE,2001,,,
incidence_per_1000_uninfected,NGA,SEX_FMLE,1996,2.1,2.4,1.8
incidence_per_1000_uninfected,LBR,SEX_MLE,1998,,,
incidence_per_1000_uninfected,MOZ,SEX_BTSX,2014,6.5,7.4,5.9
incidence_per_1000_uninfected,MWI,SEX_MLE,2016,1.7,2.1,1.6
incidence_per_1000_uninfected,TCD,SEX_MLE,2002,1.2,1.5,0.95
incidence_per_1000_uninfected,UGA,SEX_BTSX,1992,6.6,7.6,6.0
incidence_per_1000_uninfected,TGO,SEX_FMLE,1992,2.6,3.4,2.0
incidence_per_1000_uninfected,BDI,SEX_BTSX,2023,0.1,0.15,0.1
incidence_per_1000_uninfected,CMR,SEX_FMLE,1991,2.4,2.8,1.8
incidence_per_1000_uninfected,MDG,SEX_FMLE,2015,0.19,0.26,0.14
incidence_per_1000_uninfected,UGA,SEX_FMLE,2004,4.8,5.2,4.4
incidence_per_1000_uninfected,MOZ,SEX_BTSX,2002,9.0,10.3,8.2
incidence_per_1000_uninfected,BFA,SEX_BTSX,2014,0.17,0.23,0.12
incidence_per_1000_uninfected,ETH,SEX_FMLE,1999,1.5,2.9,0.88
incidence_per_1000_uninfected,SEN,SEX_BTSX,1991,0.25,0.28,0.24
incidence_per_1000_uninfected,GNQ,SEX_MLE,1996,,,
incidence_per_1000_uninfected,MWI,SEX_MLE,2022,0.62,0.8,0.52
incidence_per_1000_uninfected,BDI,SEX_FMLE,1991,4.9,6.5,3.6
incidence_per_1000_uninfected,SWZ,SEX_MLE,2004,18.8,21.2,17.0
incidence_per_1000_uninfected,MDG,SEX_MLE,2011,0.21,0.26,0.16
incidence_per_1000_uninfected,LBR,SEX_FMLE,1996,,,
incidence_per_1000_uninfected,AGO,SEX_MLE,2020,0.48,0.58,0.39
incidence_per_1000_uninfected,CAF,SEX_FMLE,2020,1.1,1.8,0.6
incidence_per_1000_uninfected,ZMB,SEX_MLE,2010,4.1,4.8,3.7
incidence_per_1000_uninfected,KEN,SEX_BTSX,2016,0.73,1.1,0.46
incidence_per_1000_uninfected,GMB,SEX_FMLE,2021,0.58,0.89,0.35
incidence_per_1000_uninfected,DZA,SEX_FMLE,1995,0.01,0.01,0.01
incidence_per_1000_uninfected,ZWE,SEX_MLE,2001,11.9,13.5,10.7
incidence_per_1000_uninfected,BEN,SEX_BTSX,2010,0.42,0.53,0.34
incidence_per_1000_uninfected,COD,SEX_BTSX,2012,0.48,0.61,0.38
incidence_per_1000_uninfected,CAF,SEX_FMLE,2001,4.6,5.5,3.7
incidence_per_1000_uninfected,MDG,SEX_FMLE,2004,0.11,0.16,0.1
incidence_per_1000_uninfected,GNB,SEX_BTSX,2005,2.6,3.2,2.2
incidence_per_1000_uninfected,SLE,SEX_FMLE,2009,1.1,1.3,0.91
incidence_per_1000_uninfected,SLE,SEX_FMLE,2018,0.78,1.1,0.59
incidence_per_1000_uninfected,STP,SEX_FMLE,2013,,,
incidence_per_1000_uninfected,CIV,SEX_MLE,2006,1.7,2.1,1.4
incidence_per_1000_uninfected,MWI,SEX_MLE,2009,3.5,4.1,3.2
incidence_per_1000_uninfected,MLI,SEX_BTSX,1998,1.1,1.4,0.92
incidence_per_1000_uninfected,GNB,SEX_MLE,1998,3.7,4.6,3.0
incidence_per_1000_uninfected,SEN,SEX_FMLE,1992,0.29,0.31,0.27
incidence_per_1000_uninfected,GNB,SEX_MLE,2004,2.6,3.1,2.1
incidence_per_1000_uninfected,BFA,SEX_FMLE,2014,0.18,0.25,0.13
incidence_per_1000_uninfected,STP,SEX_BTSX,2021,,,
incidence_per_1000_uninfected,MRT,SEX_BTSX,2001,0.54,0.63,0.46
incidence_per_1000_uninfected,LSO,SEX_MLE,2022,1.9,2.6,1.4
incidence_per_1000_uninfected,LSO,SEX_MLE,1997,18.9,21.8,16.4
incidence_per_1000_uninfected,ETH,SEX_MLE,2016,0.12,0.27,0.1
incidence_per_1000_uninfected,MUS,SEX_MLE,2004,,,
incidence_per_1000_uninfected,ZWE,SEX_BTSX,2009,7.4,8.4,6.7
incidence_per_1000_uninfected,GNB,SEX_BTSX,2010,1.9,2.3,1.5
incidence_per_1000_uninfected,GNB,SEX_FMLE,2008,2.4,3.0,2.0
incidence_per_1000_uninfected,COM,SEX_FMLE,1995,0.1,0.1,0.1
incidence_per_1000_uninfected,MLI,SEX_MLE,1991,1.4,2.0,0.89
incidence_per_1000_uninfected,COM,SEX_FMLE,2013,0.1,0.1,0.01
incidence_per_1000_uninfected,MDG,SEX_MLE,2015,0.22,0.29,0.16
incidence_per_1000_uninfected,ETH,SEX_MLE,2018,0.1,0.22,0.1
incidence_per_1000_uninfected,AGO,SEX_BTSX,1994,1.0,1.4,0.77
incidence_per_1000_uninfected,DZA,SEX_MLE,2015,0.1,0.1,0.1
incidence_per_1000_uninfected,ZAF,SEX_FMLE,2010,9.5,10.5,8.4
incidence_per_1000_uninfected,ETH,SEX_FMLE,1998,1.7,3.3,1.0
incidence_per_1000_uninfected,GAB,SEX_MLE,2010,1.4,1.7,1.1
incidence_per_1000_uninfected,CAF,SEX_FMLE,2014,1.9,2.5,1.3
incidence_per_1000_uninfected,SYC,SEX_BTSX,2016,,,
incidence_per_1000_uninfected,SYC,SEX_MLE,2006,,,
incidence_per_1000_uninfected,MUS,SEX_FMLE,2019,,,
incidence_per_1000_uninfected,CPV,SEX_BTSX,2008,0.35,0.45,0.3
incidence_per_1000_uninfected,ZAF,SEX_BTSX,1999,13.5,15.0,12.2
incidence_per_1000_uninfected,LBR,SEX_BTSX,2012,,,
incidence_per_1000_uninfected,ZAF,SEX_FMLE,2014,7.3,8.3,6.5
incidence_per_1000_uninfected,CMR,SEX_MLE,1997,4.3,5.1,3.8
incidence_per_1000_uninfected,MRT,SEX_MLE,1990,0.27,0.48,0.18
incidence_per_1000_uninfected,MDG,SEX_MLE,2001,0.1,0.15,0.1
incidence_per_1000_uninfected,COD,SEX_BTSX,2003,0.91,1.1,0.76
incidence_per_1000_uninfected,GAB,SEX_BTSX,1992,3.0,5.0,1.8
incidence_per_1000_uninfected,GNQ,SEX_FMLE,2016,,,
incidence_per_1000_uninfected,CMR,SEX_BTSX,2018,0.8,1.1,0.63
incidence_per_1000_uninfected,MWI,SEX_FMLE,1998,11.9,12.9,11.1
incidence_per_1000_uninfected,COD,SEX_MLE,1996,1.4,1.7,1.0
incidence_per_1000_uninfected,ZWE,SEX_BTSX,2023,0.95,1.3,0.77
incidence_per_1000_uninfected,GHA,SEX_BTSX,1999,1.7,2.1,1.5
incidence_per_1000_uninfected,GAB,SEX_FMLE,2017,1.7,2.5,1.1
incidence_per_1000_uninfected,STP,SEX_BTSX,2014,,,
incidence_per_1000_uninfected,CPV,SEX_MLE,1992,0.47,0.88,0.32
incidence_per_1000_uninfected,MWI,SEX_MLE,1999,8.7,9.8,8.0
incidence_per_1000_uninfected,SLE,SEX_MLE,2013,0.7,0.86,0.57
incidence_per_1000_uninfected,MWI,SEX_FMLE,2001,9.4,10.5,8.8
incidence_per_1000_uninfected,KEN,SEX_BTSX,1993,10.6,16.5,6.8
incidence_per_1000_uninfected,SEN,SEX_MLE,1999,0.74,0.83,0.68
incidence_per_1000_uninfected,ZMB,SEX_BTSX,1997,9.8,10.9,8.8
incidence_per_1000_uninfected,MOZ,SEX_BTSX,1994,5.6,6.7,4.9
incidence_per_1000_uninfected,GNQ,SEX_BTSX,2022,,,
incidence_per_1000_uninfected,NGA,SEX_MLE,2002,1.3,1.5,1.1
incidence_per_1000_uninfected,SLE,SEX_MLE,1996,1.3,1.7,1.0
incidence_per_1000_uninfected,MOZ,SEX_MLE,1998,7.3,8.7,6.5
incidence_per_1000_uninfected,MWI,SEX_FMLE,1996,13.6,14.6,12.6
incidence_per_1000_uninfected,MWI,SEX_BTSX,2007,5.2,6.0,4.9
incidence_per_1000_uninfected,GNQ,SEX_MLE,1991,,,
incidence_per_1000_uninfected,SYC,SEX_FMLE,2000,,,
incidence_per_1000_uninfected,MUS,SEX_BTSX,2002,,,
incidence_per_1000_uninfected,GMB,SEX_FMLE,2006,1.6,2.1,1.2
incidence_per_1000_uninfected,SLE,SEX_BTSX,2017,0.72,0.94,0.56
incidence_per_1000_uninfected,ZWE,SEX_MLE,2012,4.4,5.5,3.8
incidence_per_1000_uninfected,TZA,SEX_BTSX,2013,2.0,2.3,1.8
incidence_per_1000_uninfected,ZAF,SEX_FMLE,1991,5.1,5.6,4.5
incidence_per_1000_uninfected,LBR,SEX_FMLE,2005,,,
incidence_per_1000_uninfected,SSD,SEX_MLE,2023,0.39,0.58,0.25
incidence_per_1000_uninfected,CPV,SEX_BTSX,1990,0.43,0.85,0.27
incidence_per_1000_uninfected,COM,SEX_BTSX,2004,0.1,0.1,0.1
incidence_per_1000_uninfected,SLE,SEX_MLE,2003,1.1,1.4,0.97
incidence_per_1000_uninfected,GHA,SEX_FMLE,1997,2.3,2.7,1.9
incidence_per_1000_uninfected,MLI,SEX_FMLE,1998,1.2,1.6,1.0
incidence_per_1000_uninfected,GNQ,SEX_MLE,2016,,,
incidence_per_1000_uninfected,GNQ,SEX_FMLE,2011,,,
incidence_per_1000_uninfected,COG,SEX_MLE,1998,2.2,2.6,1.9
incidence_per_1000_uninfected,SSD,SEX_MLE,1999,1.7,2.4,1.2
incidence_per_1000_uninfected,BWA,SEX_FMLE,2015,7.2,7.7,6.2
incidence_per_1000_uninfected,LSO,SEX_BTSX,2010,12.5,14.9,10.9
incidence_per_1000_uninfected,CIV,SEX_BTSX,2024,0.27,0.47,0.14
incidence_per_1000_uninfected,LBR,SEX_BTSX,1997,,,
incidence_per_1000_uninfected,MLI,SEX_MLE,1998,0.97,1.2,0.79
incidence_per_1000_uninfected,CMR,SEX_MLE,2003,3.2,3.8,2.8
incidence_per_1000_uninfected,MLI,SEX_FMLE,1999,1.2,1.5,1.0
incidence_per_1000_uninfected,MDG,SEX_BTSX,2011,0.19,0.24,0.15
incidence_per_1000_uninfected,GAB,SEX_MLE,1994,2.6,4.2,1.7
incidence_per_1000_uninfected,ERI,SEX_BTSX,2012,0.14,0.26,0.1
incidence_per_1000_uninfected,BFA,SEX_FMLE,2002,0.74,0.89,0.6
incidence_per_1000_uninfected,MOZ,SEX_FMLE,2020,5.5,6.5,4.7
incidence_per_1000_uninfected,SWZ,SEX_BTSX,2018,7.3,8.7,6.1
incidence_per_1000_uninfected,SYC,SEX_FMLE,2020,,,
incidence_per_1000_uninfected,BEN,SEX_BTSX,2000,0.95,1.1,0.8
incidence_per_1000_uninfected,BDI,SEX_MLE,2006,0.62,0.8,0.49
incidence_per_1000_uninfected,MUS,SEX_FMLE,1993,,,
incidence_per_1000_uninfected,BWA,SEX_FMLE,2018,5.2,5.7,4.6
incidence_per_1000_uninfected,SEN,SEX_MLE,1993,0.4,0.44,0.36
incidence_per_1000_uninfected,GMB,SEX_MLE,2003,1.5,2.0,1.2
incidence_per_1000_uninfected,BFA,SEX_BTSX,2013,0.21,0.27,0.15
incidence_per_1000_uninfected,BDI,SEX_BTSX,2003,0.92,1.2,0.74
incidence_per_1000_uninfected,MOZ,SEX_BTSX,2023,3.2,4.0,2.6
incidence_per_1000_uninfected,BFA,SEX_FMLE,2024,0.14,0.21,0.1
incidence_per_1000_uninfected,CPV,SEX_FMLE,2018,0.39,0.51,0.31
incidence_per_1000_uninfected,MWI,SEX_BTSX,2017,1.8,2.1,1.6
incidence_per_1000_uninfected,NER,SEX_FMLE,1994,0.69,0.84,0.56
incidence_per_1000_uninfected,COG,SEX_FMLE,2005,2.5,2.9,2.2
incidence_per_1000_uninfected,UGA,SEX_BTSX,2022,1.0,1.4,0.81
incidence_per_1000_uninfected,AGO,SEX_BTSX,2022,0.63,0.78,0.52
incidence_per_1000_uninfected,RWA,SEX_BTSX,1990,3.9,5.7,2.8
incidence_per_1000_uninfected,GIN,SEX_FMLE,2002,1.4,1.6,1.2
incidence_per_1000_uninfected,ZWE,SEX_BTSX,1997,18.0,19.9,16.3
incidence_per_1000_uninfected,BEN,SEX_FMLE,2012,0.4,0.51,0.32
incidence_per_1000_uninfected,SEN,SEX_MLE,2008,0.21,0.24,0.19
incidence_per_1000_uninfected,MOZ,SEX_MLE,1990,2.6,3.4,2.0
incidence_per_1000_uninfected,SWZ,SEX_FMLE,2013,17.1,19.4,14.9
incidence_per_1000_uninfected,CPV,SEX_BTSX,1999,0.49,0.6,0.41
incidence_per_1000_uninfected,COD,SEX_FMLE,2020,0.35,0.48,0.24
incidence_per_1000_uninfected,GNQ,SEX_BTSX,2011,,,
incidence_per_1000_uninfected,MLI,SEX_MLE,1994,1.3,1.7,1.0
incidence_per_1000_uninfected,MDG,SEX_BTSX,1991,0.1,0.1,0.01
incidence_per_1000_uninfected,GNQ,SEX_FMLE,2013,,,
incidence_per_1000_uninfected,ETH,SEX_BTSX,2020,0.11,0.21,0.1
incidence_per_1000_uninfected,NGA,SEX_MLE,1994,1.6,1.9,1.4
incidence_per_1000_uninfected,STP,SEX_BTSX,2015,,,
incidence_per_1000_uninfected,MOZ,SEX_FMLE,1997,9.1,10.4,8.1
incidence_per_1000_uninfected,ETH,SEX_MLE,2023,0.1,0.1,0.1
incidence_per_1000_uninfected,KEN,SEX_MLE,2010,1.4,2.2,0.89
incidence_per_1000_uninfected,TZA,SEX_MLE,2003,2.6,3.1,2.3
incidence_per_1000_uninfected,COG,SEX_FMLE,1999,3.1,3.6,2.7
incidence_per_1000_uninfected,KEN,SEX_BTSX,1992,11.0,17.2,7.0
incidence_per_1000_uninfected,NER,SEX_MLE,2005,0.27,0.32,0.23
incidence_per_1000_uninfected,TCD,SEX_BTSX,2001,1.4,1.7,1.1
incidence_per_1000_uninfected,SSD,SEX_FMLE,1999,2.1,3.0,1.5
incidence_per_1000_uninfected,TGO,SEX_MLE,2019,0.34,0.48,0.23
incidence_per_1000_uninfected,STP,SEX_BTSX,1993,,,
incidence_per_1000_uninfected,AGO,SEX_BTSX,2014,0.99,1.2,0.84
incidence_per_1000_uninfected,BDI,SEX_MLE,2007,0.57,0.74,0.44
incidence_per_1000_uninfected,COM,SEX_FMLE,2007,0.1,0.1,0.01
incidence_per_1000_uninfected,CPV,SEX_BTSX,2020,0.42,0.57,0.29
incidence_per_1000_uninfected,NGA,SEX_BTSX,2011,0.84,1.0,0.75
incidence_per_1000_uninfected,ETH,SEX_MLE,2013,0.17,0.38,0.1
incidence_per_1000_uninfected,SSD,SEX_MLE,2015,0.8,1.0,0.63
incidence_per_1000_uninfected,CMR,SEX_FMLE,1997,5.4,6.3,4.7
incidence_per_1000_uninfected,SLE,SEX_BTSX,2015,0.81,1.0,0.65
incidence_per_1000_uninfected,COD,SEX_BTSX,2007,0.69,0.87,0.58
incidence_per_1000_uninfected,MLI,SEX_MLE,2021,0.21,0.31,0.15
incidence_per_1000_uninfected,CMR,SEX_BTSX,2007,2.6,2.9,2.3
incidence_per_1000_uninfected,GAB,SEX_FMLE,2016,1.7,2.4,1.1
incidence_per_1000_uninfected,CPV,SEX_BTSX,1994,0.46,0.64,0.35
incidence_per_1000_uninfected,NAM,SEX_FMLE,2013,5.3,6.5,4.5
incidence_per_1000_uninfected,GIN,SEX_FMLE,2020,0.63,0.88,0.43
incidence_per_1000_uninfected,SSD,SEX_BTSX,2013,1.1,1.5,0.89
incidence_per_1000_uninfected,MUS,SEX_BTSX,2009,,,
incidence_per_1000_uninfected,MRT,SEX_MLE,1995,0.52,0.68,0.4
incidence_per_1000_uninfected,NGA,SEX_BTSX,2003,1.3,1.6,1.2
incidence_per_1000_uninfected,TCD,SEX_MLE,1994,1.9,2.6,1.4
incidence_per_1000_uninfected,BFA,SEX_MLE,1993,1.8,2.4,1.5
incidence_per_1000_uninfected,GAB,SEX_BTSX,1993,3.4,5.5,2.1
incidence_per_1000_uninfected,SYC,SEX_BTSX,1995,,,
incidence_per_1000_uninfected,SEN,SEX_FMLE,2009,0.17,0.19,0.16
incidence_per_1000_uninfected,COG,SEX_MLE,2017,1.2,1.7,0.84
incidence_per_1000_uninfected,MOZ,SEX_MLE,2020,3.4,4.1,2.9
incidence_per_1000_uninfected,UGA,SEX_FMLE,2017,2.1,2.6,1.8
incidence_per_1000_uninfected,GAB,SEX_BTSX,1997,4.3,6.2,2.9
incidence_per_1000_uninfected,ZMB,SEX_BTSX,2002,7.7,8.6,7.2
incidence_per_1000_uninfected,SLE,SEX_MLE,2004,1.1,1.3,0.92
incidence_per_1000_uninfected,CIV,SEX_BTSX,2005,2.1,2.5,1.8
incidence_per_1000_uninfected,CIV,SEX_BTSX,2014,0.67,0.99,0.44
incidence_per_1000_uninfected,ERI,SEX_FMLE,2023,0.13,0.22,0.1
incidence_per_1000_uninfected,NGA,SEX_BTSX,2014,0.62,0.77,0.53
incidence_per_1000_uninfected,GHA,SEX_BTSX,2000,1.6,1.9,1.4
incidence_per_1000_uninfected,BEN,SEX_FMLE,2011,0.42,0.54,0.34
incidence_per_1000_uninfected,BWA,SEX_BTSX,2006,9.3,10.9,8.1
incidence_per_1000_uninfected,MLI,SEX_BTSX,1990,1.4,2.1,0.82
incidence_per_1000_uninfected,SWZ,SEX_FMLE,1993,15.1,17.8,12.5
incidence_per_1000_uninfected,MWI,SEX_BTSX,2000,9.3,10.6,8.7
incidence_per_1000_uninfected,CIV,SEX_BTSX,2012,0.9,1.3,0.66
incidence_per_1000_uninfected,BFA,SEX_MLE,2017,0.15,0.2,0.11
incidence_per_1000_uninfected,MLI,SEX_FMLE,2007,0.75,0.99,0.63
incidence_per_1000_uninfected,ZAF,SEX_BTSX,2020,3.8,4.3,3.4
incidence_per_1000_uninfected,DZA,SEX_BTSX,2014,0.1,0.1,0.1
incidence_per_1000_uninfected,GMB,SEX_BTSX,2015,0.88,1.2,0.6
incidence_per_1000_uninfected,DZA,SEX_BTSX,2019,0.1,0.1,0.1
incidence_per_1000_uninfected,DZA,SEX_MLE,2002,0.1,0.1,0.1
incidence_per_1000_uninfected,UGA,SEX_MLE,1992,6.0,7.2,5.4
incidence_per_1000_uninfected,ZWE,SEX_MLE,2022,0.88,1.2,0.73
incidence_per_1000_uninfected,MWI,SEX_BTSX,2012,3.5,4.0,3.2
incidence_per_1000_uninfected,ZWE,SEX_BTSX,2018,1.7,2.3,1.4
incidence_per_1000_uninfected,TCD,SEX_BTSX,2008,0.83,1.0,0.65
incidence_per_1000_uninfected,TGO,SEX_MLE,2008,1.1,1.4,0.88
incidence_per_1000_uninfected,KEN,SEX_MLE,2018,0.37,0.59,0.24
incidence_per_1000_uninfected,BDI,SEX_FMLE,2013,0.34,0.48,0.23
incidence_per_1000_uninfected,BEN,SEX_FMLE,2005,0.77,0.92,0.66
incidence_per_1000_uninfected,ZAF,SEX_BTSX,1991,5.0,5.5,4.4
incidence_per_1000_uninfected,GNQ,SEX_MLE,1997,,,
incidence_per_1000_uninfected,ZAF,SEX_MLE,1999,11.0,13.0,9.8
incidence_per_1000_uninfected,COM,SEX_MLE,1996,0.1,0.1,0.1
incidence_per_1000_uninfected,KEN,SEX_FMLE,2016,0.95,1.5,0.6
incidence_per_1000_uninfected,MLI,SEX_MLE,1997,1.1,1.3,0.86
incidence_per_1000_uninfected,COD,SEX_FMLE,2012,0.54,0.68,0.44
incidence_per_1000_uninfected,MUS,SEX_MLE,2018,,,
incidence_per_1000_uninfected,COD,SEX_FMLE,2017,0.39,0.55,0.28
incidence_per_1000_uninfected,BDI,SEX_BTSX,2013,0.3,0.42,0.2
incidence_per_1000_uninfected,GNQ,SEX_MLE,1993,,,
incidence_per_1000_uninfected,MWI,SEX_BTSX,1995,13.2,14.4,12.5
incidence_per_1000_uninfected,NAM,SEX_FMLE,2014,4.8,6.1,4.1
incidence_per_1000_uninfected,KEN,SEX_MLE,2012,1.1,1.7,0.7
incidence_per_1000_uninfected,BEN,SEX_FMLE,1996,1.7,2.0,1.4
incidence_per_1000_uninfected,RWA,SEX_BTSX,2014,0.67,0.97,0.52
incidence_per_1000_uninfected,ZWE,SEX_BTSX,1995,22.6,25.5,20.4
incidence_per_1000_uninfected,ERI,SEX_FMLE,1998,1.5,1.9,1.2
incidence_per_1000_uninfected,TZA,SEX_BTSX,2015,2.0,2.4,1.8
incidence_per_1000_uninfected,UGA,SEX_MLE,1996,5.2,6.1,4.7
incidence_per_1000_uninfected,GMB,SEX_BTSX,2009,1.3,1.8,1.0
incidence_per_1000_uninfected,CIV,SEX_FMLE,1994,8.0,9.5,6.5
incidence_per_1000_uninfected,MLI,SEX_BTSX,1996,1.3,1.6,1.1
incidence_per_1000_uninfected,GNQ,SEX_BTSX,2010,,,
incidence_per_1000_uninfected,ETH,SEX_MLE,2014,0.15,0.33,0.1
incidence_per_1000_uninfected,LSO,SEX_BTSX,2002,16.9,18.9,15.0
incidence_per_1000_uninfected,AGO,SEX_MLE,2002,0.96,1.2,0.8
incidence_per_1000_uninfected,COG,SEX_BTSX,2004,2.1,2.4,1.8
incidence_per_1000_uninfected,MRT,SEX_BTSX,2006,0.28,0.35,0.21
incidence_per_1000_uninfected,CMR,SEX_BTSX,1994,3.9,4.6,3.3
incidence_per_1000_uninfected,MRT,SEX_MLE,2008,0.19,0.27,0.13
incidence_per_1000_uninfected,COD,SEX_FMLE,1998,1.4,1.8,1.2
incidence_per_1000_uninfected,BDI,SEX_FMLE,2006,0.73,0.94,0.56
incidence_per_1000_uninfected,CAF,SEX_MLE,2000,3.8,4.6,3.1
incidence_per_1000_uninfected,SSD,SEX_MLE,1992,1.5,2.2,0.77
incidence_per_1000_uninfected,MWI,SEX_FMLE,2004,7.6,8.5,7.0
incidence_per_1000_uninfected,COG,SEX_MLE,2012,1.3,1.6,0.97
incidence_per_1000_uninfected,NGA,SEX_MLE,2008,0.89,1.1,0.78
incidence_per_1000_uninfected,RWA,SEX_MLE,2022,0.17,0.29,0.11
incidence_per_1000_uninfected,TCD,SEX_MLE,2003,1.1,1.4,0.89
incidence_per_1000_uninfected,GHA,SEX_FMLE,2016,0.94,1.2,0.75
incidence_per_1000_uninfected,BEN,SEX_MLE,2013,0.29,0.39,0.23
incidence_per_1000_uninfected,BWA,SEX_FMLE,2006,10.6,12.4,9.1
incidence_per_1000_uninfected,ERI,SEX_BTSX,1996,1.4,1.9,1.0
incidence_per_1000_uninfected,LBR,SEX_FMLE,2016,,,
incidence_per_1000_uninfected,CPV,SEX_FMLE,1997,0.44,0.56,0.36
incidence_per_1000_uninfected,ZWE,SEX_BTSX,1994,25.9,29.4,23.2
incidence_per_1000_uninfected,GMB,SEX_FMLE,1999,1.7,2.4,1.3
incidence_per_1000_uninfected,KEN,SEX_FMLE,2019,0.68,1.1,0.43
incidence_per_1000_uninfected,GNB,SEX_MLE,2001,3.6,4.6,3.0
incidence_per_1000_uninfected,MRT,SEX_MLE,2022,0.1,0.1,0.1
incidence_per_1000_uninfected,CAF,SEX_BTSX,1990,6.1,9.1,4.5
incidence_per_1000_uninfected,ZMB,SEX_FMLE,2000,9.4,10.4,8.5
incidence_per_1000_uninfected,SWZ,SEX_BTSX,2001,22.9,24.8,21.3
incidence_per_1000_uninfected,COG,SEX_FMLE,2014,2.3,3.1,1.7
incidence_per_1000_uninfected,MDG,SEX_FMLE,1992,0.1,0.1,0.01
incidence_per_1000_uninfected,TZA,SEX_MLE,2008,1.8,2.2,1.6
incidence_per_1000_uninfected,GNB,SEX_FMLE,2021,0.76,1.1,0.49
incidence_per_1000_uninfected,BWA,SEX_FMLE,1999,23.0,25.3,21.1
incidence_per_1000_uninfected,CIV,SEX_BTSX,2000,3.7,4.3,3.1
incidence_per_1000_uninfected,GHA,SEX_FMLE,2007,1.3,1.6,1.1
incidence_per_1000_uninfected,UGA,SEX_FMLE,1993,6.9,7.8,6.3
incidence_per_1000_uninfected,SEN,SEX_FMLE,2006,0.27,0.29,0.25
incidence_per_1000_uninfected,MDG,SEX_MLE,2021,0.32,0.46,0.22
incidence_per_1000_uninfected,SYC,SEX_MLE,2016,,,
incidence_per_1000_uninfected,TZA,SEX_BTSX,1994,5.1,5.8,4.5
incidence_per_1000_uninfected,TZA,SEX_FMLE,2002,3.5,4.0,3.2
incidence_per_1000_uninfected,BFA,SEX_BTSX,2004,0.57,0.69,0.45
incidence_per_1000_uninfected,LSO,SEX_MLE,1990,4.7,5.9,3.6
incidence_per_1000_uninfected,ZMB,SEX_FMLE,2013,6.0,6.7,5.4
incidence_per_1000_uninfected,SEN,SEX_FMLE,2005,0.29,0.32,0.27
incidence_per_1000_uninfected,DZA,SEX_MLE,1996,0.01,0.1,0.01
incidence_per_1000_uninfected,CPV,SEX_FMLE,2019,0.37,0.49,0.28
incidence_per_1000_uninfected,MUS,SEX_BTSX,1994,,,
incidence_per_1000_uninfected,SEN,SEX_FMLE,2018,0.1,0.12,0.1
incidence_per_1000_uninfected,COG,SEX_BTSX,2011,1.7,2.1,1.3
incidence_per_1000_uninfected,ETH,SEX_FMLE,2003,0.88,1.7,0.52
incidence_per_1000_uninfected,GMB,SEX_MLE,2017,0.71,1.0,0.47
incidence_per_1000_uninfected,GMB,SEX_MLE,2020,0.59,0.89,0.38
incidence_per_1000_uninfected,STP,SEX_FMLE,1992,,,
incidence_per_1000_uninfected,SWZ,SEX_BTSX,2009,17.3,19.1,15.6
incidence_per_1000_uninfected,CAF,SEX_MLE,1996,5.0,6.5,4.0
incidence_per_1000_uninfected,CPV,SEX_BTSX,2024,0.41,0.6,0.23
incidence_per_1000_uninfected,RWA,SEX_MLE,2020,0.18,0.31,0.12
incidence_per_1000_uninfected,BEN,SEX_MLE,2007,0.53,0.66,0.46
incidence_per_1000_uninfected,NAM,SEX_MLE,1990,3.7,4.3,3.2
incidence_per_1000_uninfected,RWA,SEX_FMLE,1996,4.0,4.5,3.6
incidence_per_1000_uninfected,MRT,SEX_FMLE,2020,0.1,0.1,0.1
incidence_per_1000_uninfected,COG,SEX_BTSX,2013,1.7,2.3,1.3
incidence_per_1000_uninfected,SEN,SEX_FMLE,2023,0.16,0.18,0.15
incidence_per_1000_uninfected,GMB,SEX_MLE,2016,0.78,1.1,0.53
incidence_per_1000_uninfected,SLE,SEX_BTSX,2022,0.42,0.64,0.26
incidence_per_1000_uninfected,LSO,SEX_FMLE,1996,25.9,30.6,22.9
incidence_per_1000_uninfected,BDI,SEX_BTSX,2024,0.1,0.15,0.1
incidence_per_1000_uninfected,GIN,SEX_MLE,2007,0.97,1.2,0.8
incidence_per_1000_uninfected,MUS,SEX_FMLE,2005,,,
incidence_per_1000_uninfected,SYC,SEX_FMLE,2014,,,
incidence_per_1000_uninfected,STP,SEX_FMLE,2008,,,
incidence_per_1000_uninfected,GIN,SEX_FMLE,2013,0.83,1.1,0.65
incidence_per_1000_uninfected,SSD,SEX_FMLE,2005,1.6,2.1,1.3
incidence_per_1000_uninfected,COD,SEX_MLE,2012,0.42,0.55,0.33
incidence_per_1000_uninfected,BDI,SEX_FMLE,1994,4.5,5.3,3.6
incidence_per_1000_uninfected,CPV,SEX_MLE,1993,0.49,0.79,0.36
incidence_per_1000_uninfected,CMR,SEX_FMLE,2012,1.6,2.0,1.4
