measure,location,sex,year,val,upper,lower
incidence_per_1000_uninfected,LBR,SEX_BTSX,2021,,,
incidence_per_1000_uninfected,GMB,SEX_MLE,2002,1.5,2.0,1.2
incidence_per_1000_uninfected,COD,SEX_MLE,2015,0.31,0.42,0.23
incidence_per_1000_uninfected,ZWE,SEX_FMLE,2006,9.6,10.8,8.6
incidence_per_1000_uninfected,RWA,SEX_MLE,1992,4.1,5.2,3.3
incidence_per_1000_uninfected,GAB,SEX_MLE,2018,0.71,1.1,0.47
incidence_per_1000_uninfected,GIN,SEX_MLE,2019,0.47,0.62,0.34
incidence_per_1000_uninfected,MDG,SEX_FMLE,2010,0.17,0.22,0.13
incidence_per_1000_uninfected,ETH,SEX_MLE,1999,1.1,2.4,0.59
incidence_per_1000_uninfected,STP,SEX_BTSX,1990,,,
incidence_per_1000_uninfected,TZA,SEX_MLE,2004,2.4,2.9,2.2
incidence_per_1000_uninfected,GNB,SEX_BTSX,2016,0.93,1.2,0.67
incidence_per_1000_uninfected,GIN,SEX_MLE,2009,0.9,1.1,0.75
incidence_per_1000_uninfected,ERI,SEX_MLE,2019,0.1,0.14,0.1
incidence_per_1000_uninfected,BFA,SEX_BTSX,2010,0.29,0.37,0.22
incidence_per_1000_uninfected,GNB,SEX_FMLE,2004,3.2,3.8,2.7
incidence_per_1000_uninfected,GHA,SEX_BTSX,2007,1.1,1.3,0.91
incidence_per_1000_uninfected,MDG,SEX_MLE,2005,0.16,0.22,0.11
incidence_per_1000_uninfected,RWA,SEX_BTSX,2015,0.6,0.88,0.46
incidence_per_1000_uninfected,BEN,SEX_BTSX,2011,0.37,0.48,0.3
incidence_per_1000_uninfected,GNQ,SEX_BTSX,2014,,,
incidence_per_1000_uninfected,ERI,SEX_MLE,2000,0.86,1.2,0.63
incidence_per_1000_uninfected,BFA,SEX_FMLE,2021,0.16,0.23,0.11
incidence_per_1000_uninfected,ZMB,SEX_BTSX,2016,4.8,5.5,4.4
incidence_per_1000_uninfected,SSD,SEX_BTSX,2017,0.9,1.1,0.69
incidence_per_1000_uninfected,BEN,SEX_FMLE,1990,0.56,0.78,0.41
incidence_per_1000_uninfected,MDG,SEX_BTSX,2004,0.13,0.18,0.1
incidence_per_1000_uninfected,MLI,SEX_FMLE,2009,0.65,0.88,0.54
incidence_per_1000_uninfected,SWZ,SEX_BTSX,2024,4.2,5.2,3.3
incidence_per_1000_uninfected,BFA,SEX_BTSX,1993,1.9,2.5,1.5
incidence_per_1000_uninfected,LBR,SEX_MLE,2009,,,
incidence_per_1000_uninfected,NAM,SEX_MLE,1999,10.9,12.7,9.8
incidence_per_1000_uninfected,MOZ,SEX_BTSX,2024,2.9,3.6,2.3
incidence_per_1000_uninfected,BFA,SEX_FMLE,2008,0.36,0.47,0.28
incidence_per_1000_uninfected,NAM,SEX_BTSX,2022,1.6,2.1,1.3
incidence_per_1000_uninfected,MDG,SEX_BTSX,2010,0.19,0.24,0.15
incidence_per_1000_uninfected,BDI,SEX_FMLE,2014,0.33,0.46,0.21
incidence_per_1000_uninfected,COM,SEX_MLE,2002,0.1,0.1,0.01
incidence_per_1000_uninfected,GIN,SEX_FMLE,2019,0.7,0.93,0.49
incidence_per_1000_uninfected,CPV,SEX_BTSX,2019,0.42,0.57,0.31
incidence_per_1000_uninfected,KEN,SEX_BTSX,1998,5.8,9.0,3.7
incidence_per_1000_uninfected,BFA,SEX_FMLE,2000,0.91,1.1,0.75
incidence_per_1000_uninfected,TGO,SEX_MLE,2021,0.32,0.47,0.19
incidence_per_1000_uninfected,ZWE,SEX_BTSX,2011,5.5,6.6,4.9
incidence_per_1000_uninfected,ZAF,SEX_MLE,1998,11.1,12.9,9.9
incidence_per_1000_uninfected,COD,SEX_FMLE,2006,0.82,1.0,0.69
incidence_per_1000_uninfected,MRT,SEX_FMLE,2001,0.46,0.55,0.39
incidence_per_1000_uninfected,SYC,SEX_BTSX,1999,,,
incidence_per_1000_uninfected,ZMB,SEX_FMLE,1997,11.0,12.1,9.8
incidence_per_1000_uninfected,AGO,SEX_FMLE,2022,0.88,1.1,0.71
incidence_per_1000_uninfected,NER,SEX_FMLE,1991,0.47,0.6,0.36
incidence_per_1000_uninfected,ETH,SEX_MLE,2009,0.31,0.69,0.17
incidence_per_1000_uninfected,DZA,SEX_MLE,2022,0.1,0.1,0.1
incidence_per_1000_uninfected,NAM,SEX_BTSX,1993,10.0,11.4,9.0
incidence_per_1000_uninfected,LBR,SEX_MLE,2011,,,
incidence_per_1000_uninfected,LSO,SEX_FMLE,2000,19.9,22.6,17.2
incidence_per_1000_uninfected,NAM,SEX_FMLE,1996,15.9,17.9,14.4
incidence_per_1000_uninfected,BWA,SEX_MLE,2018,3.0,3.4,2.6
incidence_per_1000_uninfected,ETH,SEX_BTSX,2024,0.1,0.15,0.1
incidence_per_1000_uninfected,LSO,SEX_FMLE,2012,12.6,15.1,10.6
incidence_per_1000_uninfected,BDI,SEX_BTSX,1994,4.1,4.9,3.4
incidence_per_1000_uninfected,COD,SEX_FMLE,1996,1.7,2.1,1.3
incidence_per_1000_uninfected,UGA,SEX_MLE,2018,1.1,1.4,0.9
incidence_per_1000_uninfected,GHA,SEX_MLE,2011,0.69,0.87,0.56
incidence_per_1000_uninfected,SYC,SEX_BTSX,2022,,,
incidence_per_1000_uninfected,BFA,SEX_FMLE,1990,2.6,3.6,1.7
incidence_per_1000_uninfected,MUS,SEX_MLE,2006,,,
incidence_per_1000_uninfected,ZWE,SEX_FMLE,2021,1.7,2.1,1.4
incidence_per_1000_uninfected,BWA,SEX_BTSX,1995,26.0,28.2,24.2
incidence_per_1000_uninfected,GNQ,SEX_MLE,2020,,,
incidence_per_1000_uninfected,LSO,SEX_FMLE,2003,18.4,20.9,16.3
incidence_per_1000_uninfected,GNB,SEX_MLE,2016,0.74,0.98,0.54
incidence_per_1000_uninfected,BWA,SEX_MLE,2004,10.7,12.6,9.5
incidence_per_1000_uninfected,GMB,SEX_BTSX,2000,1.7,2.2,1.3
incidence_per_1000_uninfected,MRT,SEX_MLE,2004,0.45,0.56,0.36
incidence_per_1000_uninfected,GAB,SEX_MLE,1999,2.6,3.5,1.9
incidence_per_1000_uninfected,TCD,SEX_BTSX,1991,2.0,3.0,1.2
incidence_per_1000_uninfected,SLE,SEX_MLE,1990,0.86,1.3,0.47
incidence_per_1000_uninfected,MOZ,SEX_BTSX,2006,8.2,9.2,7.6
incidence_per_1000_uninfected,MWI,SEX_MLE,2005,5.3,6.2,4.9
incidence_per_1000_uninfected,BFA,SEX_FMLE,1999,1.0,1.2,0.86
incidence_per_1000_uninfected,SEN,SEX_BTSX,1994,0.42,0.45,0.4
incidence_per_1000_uninfected,COG,SEX_MLE,1999,2.0,2.3,1.7
incidence_per_1000_uninfected,CAF,SEX_BTSX,2002,3.7,4.4,3.0
incidence_per_1000_uninfected,NER,SEX_MLE,2004,0.32,0.37,0.27
incidence_per_1000_uninfected,GAB,SEX_BTSX,2014,1.4,2.0,0.99
incidence_per_1000_uninfected,GMB,SEX_BTSX,2018,0.68,0.97,0.44
incidence_per_1000_uninfected,TCD,SEX_FMLE,2016,0.49,0.65,0.34
incidence_per_1000_uninfected,NGA,SEX_MLE,2024,0.17,0.24,0.13
incidence_per_1000_uninfected,CMR,SEX_FMLE,2014,1.3,1.7,1.1
incidence_per_1000_uninfected,CAF,SEX_BTSX,2014,1.6,2.2,1.1
incidence_per_1000_uninfected,KEN,SEX_MLE,2015,0.62,0.99,0.4
incidence_per_1000_uninfected,SYC,SEX_MLE,2020,,,
incidence_per_1000_uninfected,CIV,SEX_FMLE,1997,5.8,6.9,4.9
incidence_per_1000_uninfected,GIN,SEX_FMLE,2014,0.95,1.2,0.76
incidence_per_1000_uninfected,LBR,SEX_MLE,2000,,,
incidence_per_1000_uninfected,SLE,SEX_MLE,2012,0.73,0.91,0.6
incidence_per_1000_uninfected,CIV,SEX_FMLE,2021,0.46,0.75,0.28
incidence_per_1000_uninfected,NAM,SEX_FMLE,2000,13.7,15.5,12.4
incidence_per_1000_uninfected,ZWE,SEX_MLE,2005,8.8,10.3,8.0
incidence_per_1000_uninfected,SLE,SEX_BTSX,2011,0.88,1.1,0.73
incidence_per_1000_uninfected,BFA,SEX_MLE,2000,0.88,1.1,0.74
incidence_per_1000_uninfected,MLI,SEX_MLE,1992,1.4,1.8,1.0
incidence_per_1000_uninfected,GNQ,SEX_MLE,2005,,,
incidence_per_1000_uninfected,GAB,SEX_BTSX,2022,0.86,1.5,0.47
incidence_per_1000_uninfected,GNB,SEX_FMLE,2013,1.5,1.9,1.1
incidence_per_1000_uninfected,COG,SEX_MLE,2015,1.2,1.6,0.89
incidence_per_1000_uninfected,COD,SEX_MLE,2005,0.71,0.91,0.6
incidence_per_1000_uninfected,SYC,SEX_MLE,2009,,,
incidence_per_1000_uninfected,LSO,SEX_BTSX,2007,15.8,18.4,13.8
incidence_per_1000_uninfected,MDG,SEX_FMLE,2000,0.1,0.1,0.1
incidence_per_1000_uninfected,KEN,SEX_FMLE,1990,11.6,18.2,7.3
incidence_per_1000_uninfected,BEN,SEX_MLE,2012,0.31,0.4,0.25
incidence_per_1000_uninfected,ZMB,SEX_MLE,2021,1.7,2.1,1.4
incidence_per_1000_uninfected,ERI,SEX_FMLE,1990,2.1,3.4,1.3
incidence_per_1000_uninfected,GNB,SEX_BTSX,2011,1.7,2.0,1.3
incidence_per_1000_uninfected,BEN,SEX_BTSX,1994,1.4,1.7,1.1
incidence_per_1000_uninfected,ZWE,SEX_BTSX,2007,8.4,9.4,7.6
incidence_per_1000_uninfected,CPV,SEX_FMLE,2006,0.35,0.41,0.29
incidence_per_1000_uninfected,COG,SEX_FMLE,1992,4.6,6.0,3.8
incidence_per_1000_uninfected,MUS,SEX_BTSX,2007,,,
incidence_per_1000_uninfected,ETH,SEX_BTSX,2014,0.2,0.41,0.12
incidence_per_1000_uninfected,CAF,SEX_FMLE,2015,1.7,2.5,1.2
incidence_per_1000_uninfected,BWA,SEX_MLE,1992,17.9,20.7,16.1
incidence_per_1000_uninfected,MOZ,SEX_MLE,2001,8.0,9.4,7.1
incidence_per_1000_uninfected,COG,SEX_FMLE,1996,3.7,4.5,3.3
incidence_per_1000_uninfected,STP,SEX_MLE,1993,,,
incidence_per_1000_uninfected,UGA,SEX_FMLE,2010,3.8,4.3,3.5
incidence_per_1000_uninfected,TZA,SEX_MLE,2023,0.58,0.85,0.47
incidence_per_1000_uninfected,DZA,SEX_FMLE,1996,0.01,0.01,0.01
incidence_per_1000_uninfected,DZA,SEX_FMLE,2017,0.1,0.1,0.1
incidence_per_1000_uninfected,LSO,SEX_BTSX,2004,16.6,18.8,14.8
incidence_per_1000_uninfected,AGO,SEX_BTSX,2004,1.3,1.5,1.1
incidence_per_1000_uninfected,BDI,SEX_MLE,2014,0.23,0.33,0.15
incidence_per_1000_uninfected,MWI,SEX_MLE,1993,13.0,14.5,12.0
incidence_per_1000_uninfected,MDG,SEX_BTSX,2008,0.18,0.23,0.14
incidence_per_1000_uninfected,NER,SEX_BTSX,2003,0.31,0.36,0.27
incidence_per_1000_uninfected,SSD,SEX_BTSX,2007,1.4,1.9,1.1
incidence_per_1000_uninfected,AGO,SEX_BTSX,1997,1.2,1.5,0.92
incidence_per_1000_uninfected,LBR,SEX_MLE,2020,,,
incidence_per_1000_uninfected,ZWE,SEX_FMLE,2009,7.7,8.9,7.0
incidence_per_1000_uninfected,GNB,SEX_BTSX,2009,2.1,2.5,1.7
incidence_per_1000_uninfected,TZA,SEX_FMLE,2023,1.1,1.4,0.84
incidence_per_1000_uninfected,UGA,SEX_FMLE,2020,1.5,1.9,1.2
incidence_per_1000_uninfected,TZA,SEX_FMLE,1998,4.4,5.0,4.0
incidence_per_1000_uninfected,MLI,SEX_BTSX,1997,1.2,1.5,0.99
incidence_per_1000_uninfected,COM,SEX_MLE,2012,0.1,0.1,0.01
incidence_per_1000_uninfected,SYC,SEX_BTSX,2011,,,
incidence_per_1000_uninfected,RWA,SEX_BTSX,2011,0.93,1.2,0.74
incidence_per_1000_uninfected,BFA,SEX_BTSX,2009,0.31,0.4,0.24
incidence_per_1000_uninfected,DZA,SEX_MLE,2011,0.1,0.1,0.1
incidence_per_1000_uninfected,SWZ,SEX_FMLE,1992,9.8,12.0,8.3
incidence_per_1000_uninfected,COM,SEX_BTSX,2020,0.1,0.1,0.01
incidence_per_1000_uninfected,RWA,SEX_FMLE,1995,4.7,5.4,4.1
incidence_per_1000_uninfected,RWA,SEX_MLE,2000,2.8,3.2,2.5
incidence_per_1000_uninfected,BFA,SEX_MLE,2019,0.13,0.17,0.1
incidence_per_1000_uninfected,UGA,SEX_FMLE,2021,1.4,1.9,1.2
incidence_per_1000_uninfected,ETH,SEX_FMLE,2006,0.61,1.2,0.36
incidence_per_1000_uninfected,ZAF,SEX_FMLE,1997,15.2,16.9,13.6
incidence_per_1000_uninfected,MDG,SEX_FMLE,2016,0.2,0.28,0.15
incidence_per_1000_uninfected,BWA,SEX_FMLE,2004,14.0,15.9,12.3
incidence_per_1000_uninfected,NAM,SEX_MLE,1993,8.3,9.6,7.4
incidence_per_1000_uninfected,SYC,SEX_FMLE,1992,,,
incidence_per_1000_uninfected,MDG,SEX_MLE,2016,0.24,0.33,0.17
incidence_per_1000_uninfected,GAB,SEX_FMLE,1996,5.7,8.6,3.7
incidence_per_1000_uninfected,UGA,SEX_MLE,1994,5.5,6.5,5.0
incidence_per_1000_uninfected,SYC,SEX_FMLE,1996,,,
incidence_per_1000_uninfected,COM,SEX_MLE,1999,0.1,0.1,0.01
incidence_per_1000_uninfected,KEN,SEX_FMLE,2008,2.5,4.0,1.6
incidence_per_1000_uninfected,ZAF,SEX_FMLE,2003,14.0,15.4,12.5
incidence_per_1000_uninfected,TCD,SEX_MLE,2023,0.17,0.28,0.1
incidence_per_1000_uninfected,BEN,SEX_MLE,2016,0.17,0.24,0.12
incidence_per_1000_uninfected,CMR,SEX_BTSX,2016,0.98,1.3,0.79
incidence_per_1000_uninfected,STP,SEX_MLE,2004,,,
incidence_per_1000_uninfected,NGA,SEX_FMLE,2017,0.58,0.73,0.47
incidence_per_1000_uninfected,CAF,SEX_FMLE,1998,5.9,7.1,4.7
incidence_per_1000_uninfected,ZMB,SEX_FMLE,2012,5.9,6.5,5.3
incidence_per_1000_uninfected,MUS,SEX_MLE,1999,,,
incidence_per_1000_uninfected,TGO,SEX_MLE,1991,1.6,2.1,1.2
incidence_per_1000_uninfected,SSD,SEX_BTSX,1992,1.7,2.4,0.9
incidence_per_1000_uninfected,CMR,SEX_FMLE,2018,0.99,1.4,0.78
incidence_per_1000_uninfected,ETH,SEX_BTSX,1991,3.6,7.3,2.1
incidence_per_1000_uninfected,ZMB,SEX_BTSX,1994,11.5,12.9,10.4
incidence_per_1000_uninfected,MWI,SEX_BTSX,2004,6.8,7.6,6.3
incidence_per_1000_uninfected,TCD,SEX_BTSX,1998,1.8,2.3,1.4
incidence_per_1000_uninfected,GMB,SEX_BTSX,2011,1.1,1.6,0.83
incidence_per_1000_uninfected,ZMB,SEX_MLE,2006,5.2,5.9,4.6
incidence_per_1000_uninfected,TZA,SEX_MLE,2017,1.3,1.6,1.1
incidence_per_1000_uninfected,MUS,SEX_FMLE,1995,,,
incidence_per_1000_uninfected,KEN,SEX_BTSX,2002,3.9,6.1,2.5
incidence_per_1000_uninfected,UGA,SEX_FMLE,2009,4.0,4.5,3.7
incidence_per_1000_uninfected,SYC,SEX_MLE,2010,,,
incidence_per_1000_uninfected,CPV,SEX_FMLE,2007,0.32,0.39,0.27
incidence_per_1000_uninfected,NER,SEX_BTSX,2016,0.1,0.1,0.1
incidence_per_1000_uninfected,NGA,SEX_FMLE,2013,0.78,0.96,0.69
incidence_per_1000_uninfected,BDI,SEX_MLE,2001,1.1,1.3,0.89
incidence_per_1000_uninfected,GMB,SEX_BTSX,1991,0.47,0.79,0.26
incidence_per_1000_uninfected,COG,SEX_FMLE,2011,2.2,2.7,1.7
incidence_per_1000_uninfected,UGA,SEX_MLE,2022,0.76,1.0,0.6
incidence_per_1000_uninfected,CAF,SEX_MLE,2006,2.5,3.1,2.0
incidence_per_1000_uninfected,NGA,SEX_BTSX,1994,1.8,2.1,1.6
incidence_per_1000_uninfected,GIN,SEX_BTSX,1994,1.0,1.4,0.64
incidence_per_1000_uninfected,ZWE,SEX_FMLE,2022,1.3,1.6,1.0
incidence_per_1000_uninfected,GMB,SEX_FMLE,2014,1.0,1.4,0.73
incidence_per_1000_uninfected,BWA,SEX_BTSX,2010,7.6,8.4,6.6
incidence_per_1000_uninfected,COM,SEX_BTSX,1996,0.1,0.1,0.1
incidence_per_1000_uninfected,ZAF,SEX_FMLE,2007,11.7,12.9,10.5
incidence_per_1000_uninfected,TCD,SEX_MLE,2009,0.69,0.88,0.53
incidence_per_1000_uninfected,MUS,SEX_BTSX,2017,,,
incidence_per_1000_uninfected,GIN,SEX_FMLE,2022,0.52,0.76,0.33
incidence_per_1000_uninfected,TZA,SEX_FMLE,2001,3.7,4.2,3.3
incidence_per_1000_uninfected,ETH,SEX_FMLE,1995,2.7,5.2,1.6
incidence_per_1000_uninfected,RWA,SEX_MLE,1998,3.2,3.7,2.8
incidence_per_1000_uninfected,ETH,SEX_FMLE,2021,0.17,0.33,0.1
incidence_per_1000_uninfected,DZA,SEX_BTSX,2020,0.1,0.1,0.1
incidence_per_1000_uninfected,TGO,SEX_FMLE,2010,1.2,1.5,0.94
incidence_per_1000_uninfected,MDG,SEX_BTSX,2021,0.29,0.42,0.2
incidence_per_1000_uninfected,BEN,SEX_BTSX,1991,0.69,0.91,0.52
incidence_per_1000_uninfected,MRT,SEX_BTSX,1991,0.33,0.49,0.24
incidence_per_1000_uninfected,SSD,SEX_BTSX,1993,1.9,2.7,1.1
incidence_per_1000_uninfected,MRT,SEX_BTSX,2010,0.1,0.16,0.1
incidence_per_1000_uninfected,CMR,SEX_MLE,1994,3.5,4.2,2.9
incidence_per_1000_uninfected,GHA,SEX_BTSX,2003,1.4,1.7,1.2
incidence_per_1000_uninfected,MDG,SEX_BTSX,1990,0.1,0.1,0.01
incidence_per_1000_uninfected,ZAF,SEX_BTSX,1994,10.1,11.2,9.0
incidence_per_1000_uninfected,ZWE,SEX_MLE,2019,1.2,1.6,0.98
incidence_per_1000_uninfected,GIN,SEX_BTSX,2017,0.72,0.91,0.57
incidence_per_1000_uninfected,ETH,SEX_FMLE,2004,0.77,1.5,0.45
incidence_per_1000_uninfected,MOZ,SEX_BTSX,2000,9.2,10.6,8.2
incidence_per_1000_uninfected,DZA,SEX_MLE,2005,0.1,0.1,0.1
incidence_per_1000_uninfected,MLI,SEX_FMLE,2023,0.21,0.32,0.15
incidence_per_1000_uninfected,BDI,SEX_FMLE,2002,1.1,1.4,0.84
incidence_per_1000_uninfected,NGA,SEX_BTSX,1995,1.9,2.2,1.7
incidence_per_1000_uninfected,SSD,SEX_MLE,2019,0.54,0.73,0.4
incidence_per_1000_uninfected,MUS,SEX_MLE,2024,,,
incidence_per_1000_uninfected,GIN,SEX_FMLE,2021,0.58,0.83,0.38
incidence_per_1000_uninfected,SSD,SEX_FMLE,2012,1.4,1.7,1.1
incidence_per_1000_uninfected,TGO,SEX_MLE,2006,1.3,1.6,1.0
incidence_per_1000_uninfected,NGA,SEX_MLE,2007,0.95,1.2,0.84
incidence_per_1000_uninfected,UGA,SEX_MLE,1990,6.7,8.0,5.9
incidence_per_1000_uninfected,BWA,SEX_FMLE,1996,29.2,31.8,27.1
incidence_per_1000_uninfected,GNB,SEX_FMLE,2018,0.99,1.3,0.69
incidence_per_1000_uninfected,NGA,SEX_MLE,2018,0.37,0.47,0.3
incidence_per_1000_uninfected,COG,SEX_FMLE,2020,2.6,3.7,1.6
incidence_per_1000_uninfected,KEN,SEX_MLE,2009,1.5,2.5,0.99
incidence_per_1000_uninfected,GHA,SEX_FMLE,1998,2.1,2.5,1.8
incidence_per_1000_uninfected,ETH,SEX_BTSX,2015,0.17,0.34,0.1
incidence_per_1000_uninfected,MOZ,SEX_FMLE,2003,9.8,11.1,9.0
incidence_per_1000_uninfected,GNQ,SEX_MLE,1990,,,
incidence_per_1000_uninfected,STP,SEX_FMLE,2018,,,
incidence_per_1000_uninfected,COM,SEX_FMLE,2015,0.1,0.1,0.01
incidence_per_1000_uninfected,NAM,SEX_BTSX,2006,7.8,8.8,7.0
incidence_per_1000_uninfected,ERI,SEX_MLE,2011,0.11,0.2,0.1
incidence_per_1000_uninfected,RWA,SEX_FMLE,2012,1.0,1.4,0.81
incidence_per_1000_uninfected,SYC,SEX_BTSX,2008,,,
incidence_per_1000_uninfected,GMB,SEX_BTSX,1995,1.2,1.7,0.81
incidence_per_1000_uninfected,DZA,SEX_BTSX,2018,0.1,0.1,0.1
incidence_per_1000_uninfected,BEN,SEX_MLE,2022,0.1,0.14,0.1
incidence_per_1000_uninfected,TCD,SEX_BTSX,2002,1.3,1.6,1.0
incidence_per_1000_uninfected,GNB,SEX_MLE,2002,3.2,3.9,2.7
incidence_per_1000_uninfected,GNQ,SEX_BTSX,2007,,,
incidence_per_1000_uninfected,NAM,SEX_BTSX,2019,2.1,2.8,1.7
incidence_per_1000_uninfected,NAM,SEX_MLE,2002,9.0,10.4,8.1
incidence_per_1000_uninfected,LSO,SEX_BTSX,1991,8.7,10.7,7.1
incidence_per_1000_uninfected,STP,SEX_FMLE,2007,,,
incidence_per_1000_uninfected,COM,SEX_BTSX,2002,0.1,0.1,0.01
incidence_per_1000_uninfected,CAF,SEX_FMLE,2024,0.74,1.6,0.34
incidence_per_1000_uninfected,SSD,SEX_FMLE,2004,1.8,2.4,1.4
incidence_per_1000_uninfected,LBR,SEX_BTSX,1998,,,
incidence_per_1000_uninfected,SSD,SEX_MLE,2005,1.3,1.7,1.0
incidence_per_1000_uninfected,SLE,SEX_MLE,2022,0.34,0.51,0.21
incidence_per_1000_uninfected,SWZ,SEX_FMLE,2005,22.2,24.2,20.3
incidence_per_1000_uninfected,COM,SEX_MLE,2010,0.1,0.1,0.01
incidence_per_1000_uninfected,GHA,SEX_BTSX,2006,1.2,1.4,0.99
incidence_per_1000_uninfected,MUS,SEX_FMLE,1996,,,
incidence_per_1000_uninfected,NAM,SEX_FMLE,2017,3.8,5.1,3.1
incidence_per_1000_uninfected,BDI,SEX_BTSX,2007,0.62,0.81,0.47
incidence_per_1000_uninfected,SEN,SEX_MLE,2018,0.12,0.14,0.11
incidence_per_1000_uninfected,NAM,SEX_BTSX,2009,6.4,7.4,5.8
incidence_per_1000_uninfected,BWA,SEX_MLE,1990,12.0,13.9,10.6
incidence_per_1000_uninfected,NAM,SEX_FMLE,2016,4.2,5.5,3.5
incidence_per_1000_uninfected,MUS,SEX_MLE,2013,,,
incidence_per_1000_uninfected,SYC,SEX_MLE,2008,,,
incidence_per_1000_uninfected,SEN,SEX_FMLE,2021,0.12,0.14,0.11
incidence_per_1000_uninfected,GNB,SEX_BTSX,2000,4.6,5.5,3.9
incidence_per_1000_uninfected,SEN,SEX_FMLE,2024,0.15,0.17,0.14
incidence_per_1000_uninfected,RWA,SEX_FMLE,1999,3.7,4.1,3.4
incidence_per_1000_uninfected,MWI,SEX_BTSX,1991,13.5,14.5,12.9
incidence_per_1000_uninfected,SSD,SEX_MLE,2013,0.94,1.2,0.73
incidence_per_1000_uninfected,MUS,SEX_FMLE,1998,,,
incidence_per_1000_uninfected,SSD,SEX_BTSX,2020,0.66,0.89,0.48
incidence_per_1000_uninfected,ETH,SEX_MLE,2022,0.1,0.12,0.1
incidence_per_1000_uninfected,COD,SEX_BTSX,2024,0.21,0.35,0.12
incidence_per_1000_uninfected,BEN,SEX_BTSX,2019,0.16,0.24,0.11
incidence_per_1000_uninfected,ZMB,SEX_FMLE,2011,5.8,6.5,5.2
incidence_per_1000_uninfected,MRT,SEX_FMLE,1990,0.29,0.52,0.19
incidence_per_1000_uninfected,SLE,SEX_FMLE,2000,1.4,1.8,1.2
incidence_per_1000_uninfected,CPV,SEX_BTSX,1995,0.47,0.61,0.37
incidence_per_1000_uninfected,GIN,SEX_FMLE,1994,1.1,1.6,0.72
incidence_per_1000_uninfected,SLE,SEX_BTSX,2009,0.98,1.2,0.82
incidence_per_1000_uninfected,MOZ,SEX_MLE,2022,2.7,3.3,2.2
incidence_per_1000_uninfected,LSO,SEX_BTSX,2008,15.5,18.0,13.5
incidence_per_1000_uninfected,BDI,SEX_FMLE,2017,0.2,0.32,0.13
incidence_per_1000_uninfected,SSD,SEX_MLE,2017,0.68,0.89,0.52
incidence_per_1000_uninfected,AGO,SEX_MLE,1998,0.87,1.1,0.7
incidence_per_1000_uninfected,DZA,SEX_FMLE,2008,0.1,0.1,0.1
incidence_per_1000_uninfected,TGO,SEX_FMLE,1991,2.1,2.8,1.6
incidence_per_1000_uninfected,TGO,SEX_FMLE,1995,3.9,4.9,3.0
incidence_per_1000_uninfected,ZWE,SEX_FMLE,2012,5.1,6.2,4.4
incidence_per_1000_uninfected,ZWE,SEX_FMLE,2019,1.7,2.2,1.4
incidence_per_1000_uninfected,TCD,SEX_BTSX,2024,0.21,0.34,0.13
incidence_per_1000_uninfected,RWA,SEX_MLE,2004,1.9,2.3,1.7
incidence_per_1000_uninfected,CAF,SEX_MLE,1999,4.1,5.0,3.3
incidence_per_1000_uninfected,SYC,SEX_FMLE,2008,,,
incidence_per_1000_uninfected,ZMB,SEX_BTSX,2015,4.9,5.7,4.6
incidence_per_1000_uninfected,GAB,SEX_FMLE,2015,1.8,2.6,1.2
incidence_per_1000_uninfected,TCD,SEX_FMLE,2012,0.65,0.86,0.49
incidence_per_1000_uninfected,ETH,SEX_BTSX,2022,0.1,0.19,0.1
incidence_per_1000_uninfected,MUS,SEX_BTSX,2019,,,
incidence_per_1000_uninfected,COG,SEX_FMLE,2016,2.4,3.3,1.7
incidence_per_1000_uninfected,MUS,SEX_FMLE,2009,,,
incidence_per_1000_uninfected,LBR,SEX_FMLE,2015,,,
incidence_per_1000_uninfected,CMR,SEX_FMLE,2003,3.9,4.4,3.5
incidence_per_1000_uninfected,ZMB,SEX_MLE,2013,4.0,4.7,3.6
incidence_per_1000_uninfected,GHA,SEX_FMLE,2024,0.64,1.1,0.41
incidence_per_1000_uninfected,ZWE,SEX_BTSX,2015,3.3,4.2,2.8
incidence_per_1000_uninfected,SLE,SEX_BTSX,2003,1.2,1.4,1.1
incidence_per_1000_uninfected,SEN,SEX_BTSX,1999,0.69,0.75,0.66
incidence_per_1000_uninfected,MDG,SEX_MLE,1995,0.1,0.1,0.1
incidence_per_1000_uninfected,MUS,SEX_MLE,1992,,,
incidence_per_1000_uninfected,ZMB,SEX_FMLE,2015,6.0,6.7,5.5
incidence_per_1000_uninfected,BFA,SEX_BTSX,1990,2.5,3.5,1.7
incidence_per_1000_uninfected,COD,SEX_BTSX,2004,0.86,1.1,0.71
incidence_per_1000_uninfected,ZMB,SEX_MLE,1994,10.0,11.6,8.9
incidence_per_1000_uninfected,TZA,SEX_BTSX,1998,3.9,4.5,3.6
incidence_per_1000_uninfected,MRT,SEX_MLE,2000,0.65,0.77,0.55
incidence_per_1000_uninfected,BEN,SEX_MLE,1995,1.2,1.5,1.0
incidence_per_1000_uninfected,DZA,SEX_BTSX,1990,0.01,0.01,0.01
incidence_per_1000_uninfected,GNQ,SEX_FMLE,2010,,,
incidence_per_1000_uninfected,MLI,SEX_BTSX,2012,0.43,0.59,0.34
incidence_per_1000_uninfected,LSO,SEX_BTSX,2013,10.8,13.0,9.1
incidence_per_1000_uninfected,SEN,SEX_MLE,2005,0.33,0.37,0.31
incidence_per_1000_uninfected,COD,SEX_BTSX,2016,0.35,0.48,0.26
incidence_per_1000_uninfected,ZAF,SEX_FMLE,1998,15.7,17.2,14.0
