country,metric,year,"98-98-99 treatment, 2024 prevention",95-95-95 treatment and prevention reaches 2030 target,"95-95-95 treatment, 2024 level of prevention",2024 level all HIV services,Historical trend,"2024 level treatment, reduced prevention"
Chad,new_infections,2028,2701.7335052654203,1884.4177949709865,2506.1287341500106,3664.1457124435847,4131.576832151301,
Chad,new_infections,2029,2200.3240919836667,1519.8398882441436,2060.7375886524824,3554.864173651408,4162.800128949065,
Chad,new_infections,2030,1543.7165269718462,1371.0700623253815,1839.4195142918547,3444.6643026004726,4075.558564367075,
Chad,aids_deaths,2020,4727.05322,,,,,
Chad,aids_deaths,2021,4274.8031,,,,,
Chad,aids_deaths,2022,4024.00488,,,,,
Chad,aids_deaths,2023,3705.72351,,,,,
Chad,aids_deaths,2024,3475.57275,,,,,
Chad,aids_deaths,2025,3137.1271367521367,3135.2702991452993,3135.2702991452993,3135.2702991452993,3135.2702991452993,3135.2702991452993
Chad,aids_deaths,2026,2911.5213675213677,2755.5470085470088,2798.2542735042734,3083.278846153846,3086.9925213675215,
Chad,aids_deaths,2027,2527.155982905983,2221.7061965811968,2293.1944444444443,3104.6324786324785,3112.059829059829,
Chad,aids_deaths,2028,2070.3739316239316,1758.4252136752136,1813.201923076923,3117.630341880342,3123.200854700855,
Chad,aids_deaths,2029,1655.3707264957266,1433.4786324786326,1475.2574786324788,3102.775641025641,3105.5608974358975,
Chad,aids_deaths,2030,1400.0555555555557,1263.5779914529915,1305.3568376068376,3078.6367521367524,3077.7083333333335,
Comoros,new_infections,2020,10.66029,,,,,
Comoros,new_infections,2021,10.61111,,,,,
Comoros,new_infections,2022,9.45079,,,,,
Comoros,new_infections,2023,8.4245,,,,,
Comoros,new_infections,2024,10.05452,,,,,
Comoros,new_infections,2025,8.0,8.0,8.0,8.0,8.0,8.0
Comoros,new_infections,2026,6.0,6.0,6.0,,,
Comoros,new_infections,2027,4.0,,,,,
Comoros,new_infections,2028,4.0,2.0,4.0,6.0,,
Comoros,new_infections,2029,2.0,,,,,
Comoros,new_infections,2030,2.0,,,,,
Comoros,aids_deaths,2020,4.45588,,,,,
Comoros,aids_deaths,2021,4.13662,,,,,
Comoros,aids_deaths,2022,3.53931,,,,,
Comoros,aids_deaths,2023,3.2461,,,,,
Comoros,aids_deaths,2024,3.37269,,,,,
Comoros,aids_deaths,2025,2.0,2.0,2.0,2.0,2.0,2.0
Comoros,aids_deaths,2026,,,,,,
Comoros,aids_deaths,2027,1.0,1.0,1.0,,,
Comoros,aids_deaths,2028,,,,,,
Comoros,aids_deaths,2029,,,,,,
Comoros,aids_deaths,2030,,,,,,
Congo,new_infections,2020,10671.51529,,,,,
Congo,new_infections,2021,10896.10901,,,,,
Congo,new_infections,2022,11210.14103,,,,,
Congo,new_infections,2023,10801.56811,,,,,
Congo,new_infections,2024,10500.86804,,,,,
Congo,new_infections,2025,10390.710998347888,10389.471796082134,10389.471796082134,10389.471796082134,10389.471796082134,10389.471796082134
Congo,new_infections,2026,9751.282629218787,7899.9144441822045,9104.419046495163,10463.823932027379,10757.514869011093,
Congo,new_infections,2027,8429.053811659192,5712.722445126269,7218.353198017466,10543.13287703564,11023.943356148218,
Congo,new_infections,2028,6923.423058767997,4079.4538588624027,5691.656006608449,10621.202619778145,11302.763865942885,
Congo,new_infections,2029,5230.672763747935,2555.235071984895,4037.320981826764,10700.511564786406,11605.129218786878,
Congo,new_infections,2030,2793.1619070096767,1945.547557233892,3159.965777672882,10779.820509794667,11750.115883880104,
Congo,aids_deaths,2020,6784.78223,,,,,
Congo,aids_deaths,2021,6749.64941,,,,,
Congo,aids_deaths,2022,6540.37695,,,,,
Congo,aids_deaths,2023,6273.08472,,,,,
Congo,aids_deaths,2024,6017.29688,,,,,
Congo,aids_deaths,2025,5970.715384615384,5969.770800627944,5969.770800627944,5969.770800627944,5969.770800627944,5969.770800627944
Congo,aids_deaths,2026,4937.3405023547875,4298.801726844584,4314.859654631083,6161.521350078493,6178.523861852433,
Congo,aids_deaths,2027,3622.4795918367345,2791.2456828885397,2823.361538461538,6306.987284144427,6328.712715855573,
Congo,aids_deaths,2028,2605.1626373626373,1986.4601255886969,2024.2434850863422,6398.611930926217,6423.171114599686,
Congo,aids_deaths,2029,1883.5004709576137,1517.9464678178963,1563.2864992150705,6459.065306122448,6487.402825745683,
Congo,aids_deaths,2030,1534.9489795918366,1210.956671899529,1261.96420722135,6506.294505494505,6532.742857142857,
Democratic Republic of the Congo,new_infections,2020,31649.80558,,,,,
Democratic Republic of the Congo,new_infections,2021,30436.5629,,,,,
Democratic Republic of the Congo,new_infections,2022,29397.76215,,,,,
Democratic Republic of the Congo,new_infections,2023,27306.64035,,,,,
Democratic Republic of the Congo,new_infections,2024,26147.48588,,,,,
Democratic Republic of the Congo,new_infections,2025,26108.676899275302,26108.676899275302,26108.676899275302,26108.676899275302,26108.676899275302,26108.676899275302
Democratic Republic of the Congo,new_infections,2026,23136.50753195994,19400.00521130201,21287.41792199332,25547.669285888773,25803.156624053416,
Democratic Republic of the Congo,new_infections,2027,19018.903265206416,14679.876638710202,16970.746437586517,24868.49877860109,25288.98835599707,
Democratic Republic of the Congo,new_infections,2028,14864.040428303884,10999.794438563635,13409.891661916781,24195.715454767527,24779.078210243464,
Democratic Republic of the Congo,new_infections,2029,10777.307548245257,7740.201815813045,10019.361778356812,23490.996213663384,24244.683861249083,
Democratic Republic of the Congo,new_infections,2030,6524.507898379611,6717.18793257878,8650.375458024591,22803.309461770215,23597.449271231984,
Democratic Republic of the Congo,aids_deaths,2020,22684.16406,,,,,
Democratic Republic of the Congo,aids_deaths,2021,18516.96094,,,,,
Democratic Republic of the Congo,aids_deaths,2022,16128.38281,,,,,
Democratic Republic of the Congo,aids_deaths,2023,14870.0791,,,,,
Democratic Republic of the Congo,aids_deaths,2024,13692.45215,,,,,
Democratic Republic of the Congo,aids_deaths,2025,14341.75584035152,14337.745001830832,14337.745001830832,14337.745001830832,14337.745001830832,14337.745001830832
Democratic Republic of the Congo,aids_deaths,2026,13917.609666788721,13440.319882826803,13465.387623581106,14627.528084950567,14333.734163310142,
Democratic Republic of the Congo,aids_deaths,2027,11959.317759062615,10795.171878432808,10856.337165873307,14544.303185646284,14118.151592823142,
Democratic Republic of the Congo,aids_deaths,2028,9596.933870377152,8382.65250823874,8450.836763090443,14450.048480410107,13891.539216404248,
Democratic Republic of the Congo,aids_deaths,2029,7691.785573050165,6983.872574148663,7055.064957890882,14352.785646283413,13663.92413035518,
Democratic Republic of the Congo,aids_deaths,2030,6767.28729403149,6219.807835957525,6297.016477480776,14234.465909923105,13565.658586598316,
Djibouti,new_infections,2020,451.46526,,,,,
Djibouti,new_infections,2021,423.978,,,,,
Djibouti,new_infections,2022,411.85054,,,,,
Djibouti,new_infections,2023,457.10855,,,,,
Djibouti,new_infections,2024,429.90063,,,,,
Djibouti,new_infections,2025,417.42021276595744,417.42021276595744,417.42021276595744,417.42021276595744,417.42021276595744,417.42021276595744
Djibouti,new_infections,2026,385.3989361702128,284.76063829787233,361.3829787234042,408.27127659574467,419.7074468085106,
Djibouti,new_infections,2027,323.6436170212766,182.9787234042553,272.1808510638298,399.1223404255319,417.42021276595744,
Djibouti,new_infections,2028,253.88297872340425,115.50531914893617,202.42021276595744,389.9734042553191,415.1329787234042,
Djibouti,new_infections,2029,180.6914893617021,60.61170212765957,128.08510638297872,380.8244680851064,413.98936170212767,
Djibouti,new_infections,2030,91.48936170212765,41.170212765957444,86.91489361702128,372.8191489361702,407.12765957446805,
Djibouti,aids_deaths,2020,809.16071,,,,,
Djibouti,aids_deaths,2021,785.96356,,,,,
Djibouti,aids_deaths,2022,757.99384,,,,,
Djibouti,aids_deaths,2023,698.84015,,,,,
Djibouti,aids_deaths,2024,639.5329,,,,,
Djibouti,aids_deaths,2025,636.3841807909604,636.3841807909604,636.3841807909604,636.3841807909604,636.3841807909604,636.3841807909604
Djibouti,aids_deaths,2026,498.9830508474576,408.5875706214689,409.79284369114873,631.563088512241,631.563088512241,
Djibouti,aids_deaths,2027,330.2448210922787,227.79661016949152,229.00188323917135,621.9209039548023,621.9209039548023,
Djibouti,aids_deaths,2028,209.71751412429379,144.63276836158192,145.83804143126176,608.6629001883239,609.8681732580037,
Djibouti,aids_deaths,2029,130.16949152542372,92.80602636534839,95.2165725047081,594.1996233521656,594.1996233521656,
Djibouti,aids_deaths,2030,89.19020715630884,62.67419962335216,65.08474576271186,573.7099811676082,573.7099811676082,
Equatorial Guinea,new_infections,2020,4729.91947,,,,,
Equatorial Guinea,new_infections,2021,4476.12696,,,,,
Equatorial Guinea,new_infections,2022,4425.42472,,,,,
Equatorial Guinea,new_infections,2023,4337.87664,,,,,
Equatorial Guinea,new_infections,2024,4381.08152,,,,,
Equatorial Guinea,new_infections,2025,4394.268662034562,4394.268662034562,4394.268662034562,4394.268662034562,4394.268662034562,4394.268662034562
Equatorial Guinea,new_infections,2026,4082.0648494566185,3331.995189738108,3777.666132193123,4421.586495635132,4526.1747728487435,
Equatorial Guinea,new_infections,2027,3483.4140388384108,2391.4812043470515,2958.13112417602,4445.782291109923,4617.494388027792,
Equatorial Guinea,new_infections,2028,2799.6876892927135,1741.316764653483,2275.1852841617674,4465.295029396045,4710.375022269731,
Equatorial Guinea,new_infections,2029,2032.4468198824159,1153.5930874755034,1535.26224835204,4480.124710493497,4807.1582041688935,
Equatorial Guinea,new_infections,2030,1142.6659540352753,874.1706752182433,1166.081239978621,4491.83235346517,4846.183680741136,
Equatorial Guinea,aids_deaths,2020,2540.80316,,,,,
Equatorial Guinea,aids_deaths,2021,2518.77515,,,,,
Equatorial Guinea,aids_deaths,2022,2554.94458,,,,,
Equatorial Guinea,aids_deaths,2023,2543.30737,,,,,
Equatorial Guinea,aids_deaths,2024,2594.3269,,,,,
Equatorial Guinea,aids_deaths,2025,2721.7982404692084,2721.7982404692084,2721.7982404692084,2721.7982404692084,2721.7982404692084,2721.7982404692084
Equatorial Guinea,aids_deaths,2026,2412.9524926686217,2140.6205278592374,2178.6557184750736,2854.160703812317,2854.9214076246335,
