country,metric,year,"98-98-99 treatment, 2024 prevention",95-95-95 treatment and prevention reaches 2030 target,"95-95-95 treatment, 2024 level of prevention",2024 level all HIV services,Historical trend,"2024 level treatment, reduced prevention"
Senegal,new_infections,2024,2977.56484,,,,,
Senegal,new_infections,2025,2642.092890995261,2642.092890995261,2642.092890995261,2642.092890995261,2642.092890995261,2642.092890995261
Senegal,new_infections,2026,2430.38672985782,2102.9478672985783,2410.627488151659,2517.8919431279623,2585.637914691943,
Senegal,new_infections,2027,2165.0483412322274,1755.7497630331754,2162.2255924170618,2410.627488151659,2512.2464454976302,
Senegal,new_infections,2028,1905.3554502369668,1487.5886255924172,1958.9876777251186,2309.0085308056873,2441.6777251184835,
Senegal,new_infections,2029,1651.308056872038,1253.3004739336493,1769.8635071090048,2210.2123222748814,2373.9317535545024,
Senegal,new_infections,2030,1075.467298578199,1148.8587677725118,1634.3715639810428,2117.0616113744077,2280.7810426540286,
Senegal,aids_deaths,2020,1059.49533,,,,,
Senegal,aids_deaths,2021,996.34747,,,,,
Senegal,aids_deaths,2022,978.05255,,,,,
Senegal,aids_deaths,2023,968.66083,,,,,
Senegal,aids_deaths,2024,965.61554,,,,,
Senegal,aids_deaths,2025,871.9974391805379,871.9974391805379,871.9974391805379,871.9974391805379,871.9974391805379,871.9974391805379
Senegal,aids_deaths,2026,812.6274007682459,786.6530089628682,791.6005121638925,874.47119078105,879.4186939820743,
Senegal,aids_deaths,2027,713.6773367477593,674.0973111395647,681.5185659411012,881.8924455825864,890.550576184379,
Senegal,aids_deaths,2028,615.9641485275289,598.6478873239437,606.0691421254802,891.7874519846351,,
Senegal,aids_deaths,2029,562.7784891165173,545.4622279129321,552.8834827144686,874.47119078105,886.8399487836108,
Senegal,aids_deaths,2030,524.4353393085788,500.9346991037132,509.5928297055058,863.3393085787452,874.47119078105,
Sierra Leone,new_infections,2020,4766.30517,,,,,
Sierra Leone,new_infections,2021,4053.58472,,,,,
Sierra Leone,new_infections,2022,3543.31793,,,,,
Sierra Leone,new_infections,2023,2864.0457,,,,,
Sierra Leone,new_infections,2024,2493.18596,,,,,
Sierra Leone,new_infections,2025,2104.728510638298,2104.728510638298,2104.728510638298,2104.728510638298,2104.728510638298,2104.728510638298
Sierra Leone,new_infections,2026,1839.515744680851,1313.3336170212765,1699.483404255319,2028.3472340425533,2099.424255319149,
Sierra Leone,new_infections,2027,1563.6944680851063,974.9221276595745,1436.392340425532,1977.4263829787233,2089.876595744681,
Sierra Leone,new_infections,2028,1283.6297872340426,721.3787234042553,1192.3965957446808,1922.2621276595744,2076.0855319148936,
Sierra Leone,new_infections,2029,1006.7476595744681,525.1212765957447,955.8268085106383,1867.0978723404255,2063.3553191489364,
Sierra Leone,new_infections,2030,716.0744680851063,484.80893617021275,883.6889361702127,1814.0553191489362,2012.4344680851063,
Sierra Leone,aids_deaths,2020,2781.25378,,,,,
Sierra Leone,aids_deaths,2021,2581.2041,,,,,
Sierra Leone,aids_deaths,2022,2315.28198,,,,,
Sierra Leone,aids_deaths,2023,1973.28888,,,,,
Sierra Leone,aids_deaths,2024,1799.08783,,,,,
Sierra Leone,aids_deaths,2025,1494.3138728323697,1492.2341040462427,1492.2341040462427,1492.2341040462427,1492.2341040462427,1492.2341040462427
Sierra Leone,aids_deaths,2026,1286.336994219653,1190.6676300578033,1216.664739884393,1351.8497109826587,1352.8895953757224,
Sierra Leone,aids_deaths,2027,1138.673410404624,1005.5682080924854,1044.043930635838,1313.3739884393062,1316.493641618497,
Sierra Leone,aids_deaths,2028,948.3745664739884,818.3890173410404,855.8248554913293,1283.2173410404623,1288.4167630057802,
Sierra Leone,aids_deaths,2029,777.8335260115606,670.7254335260114,706.0815028901734,1247.8612716763005,1255.1404624277454,
Sierra Leone,aids_deaths,2030,672.8052023121387,616.6514450867052,652.007514450867,1212.5052023121386,1221.8641618497109,
Somalia,new_infections,2020,369.48717,,,,,
Somalia,new_infections,2021,363.81959,,,,,
Somalia,new_infections,2022,312.53663,,,,,
Somalia,new_infections,2023,282.17098,,,,,
Somalia,new_infections,2024,255.58643,,,,,
Somalia,new_infections,2025,239.8881118881119,239.8881118881119,239.8881118881119,239.8881118881119,239.8881118881119,239.8881118881119
Somalia,new_infections,2026,211.24475524475525,153.95804195804195,192.44755244755245,232.72727272727272,238.993006993007,
Somalia,new_infections,2027,174.54545454545453,108.3076923076923,153.95804195804195,224.67132867132867,234.5174825174825,
Somalia,new_infections,2028,138.74125874125875,73.3986013986014,121.73426573426573,216.6153846153846,230.93706293706293,
Somalia,new_infections,2029,103.83216783216783,44.75524475524475,90.4055944055944,208.55944055944056,226.46153846153845,
Somalia,new_infections,2030,52.81118881118881,39.38461538461539,78.76923076923077,201.3986013986014,218.4055944055944,
Somalia,aids_deaths,2020,424.73618,,,,,
Somalia,aids_deaths,2021,397.03543,,,,,
Somalia,aids_deaths,2022,363.06258,,,,,
Somalia,aids_deaths,2023,318.52917,,,,,
Somalia,aids_deaths,2024,265.71232,,,,,
Somalia,aids_deaths,2025,249.8787878787879,249.8787878787879,249.8787878787879,249.8787878787879,249.8787878787879,249.8787878787879
Somalia,aids_deaths,2026,230.3030303030303,218.7878787878788,219.93939393939397,255.63636363636365,256.7878787878788,
Somalia,aids_deaths,2027,187.69696969696972,161.21212121212122,163.51515151515153,260.24242424242425,262.54545454545456,
Somalia,aids_deaths,2028,140.4848484848485,117.45454545454547,118.60606060606061,262.54545454545456,263.69696969696975,
Somalia,aids_deaths,2029,107.0909090909091,90.96969696969698,93.27272727272728,260.24242424242425,262.54545454545456,
Somalia,aids_deaths,2030,86.36363636363637,72.54545454545455,74.84848484848486,257.93939393939394,259.0909090909091,
South Africa,new_infections,2020,197228.4029,,,,,
South Africa,new_infections,2021,189479.0957,,,,,
South Africa,new_infections,2022,181052.4975,,,,,
South Africa,new_infections,2023,172334.4955,,,,,
South Africa,new_infections,2024,166536.1699,,,,,
South Africa,new_infections,2025,162096.13189179133,162096.13189179133,162096.13189179133,162096.13189179133,162096.13189179133,162096.13189179133
South Africa,new_infections,2026,152469.40889246247,118239.70788174395,153426.65862167496,160363.12255543668,170631.7008645265,
South Africa,new_infections,2027,134346.95621548707,91691.24429352702,137222.02534438192,158735.24469223255,174763.92108288425,
South Africa,new_infections,2028,115356.89222324852,73265.57031504383,125565.71158970543,156970.14259038988,178170.1808129606,
South Africa,new_infections,2029,95684.02697907461,58119.998298856386,113639.37594609502,155195.08066477504,181589.7203080665,
South Africa,new_infections,2030,74310.2451640341,53785.26166379821,106606.63371586915,154381.69505671586,181189.11406300878,
South Africa,aids_deaths,2020,58058.27539,,,,,
South Africa,aids_deaths,2021,56202.16602,,,,,
South Africa,aids_deaths,2022,55170.78125,,,,,
South Africa,aids_deaths,2023,54229.55469,,,,,
South Africa,aids_deaths,2024,53298.7832,,,,,
South Africa,aids_deaths,2025,55624.033069206074,55624.033069206074,55624.033069206074,55624.033069206074,55624.033069206074,55624.033069206074
South Africa,aids_deaths,2026,51913.32321832546,49807.34702531121,49953.80580132419,59948.98597638252,60095.4447523955,
South Africa,aids_deaths,2027,42104.37295242156,40372.119153371474,40377.80074382025,63260.09063236565,63309.331082921744,
South Africa,aids_deaths,2028,33625.5461393597,35964.467540773905,35181.03934666998,65574.39180850182,65174.155325776694,
South Africa,aids_deaths,2029,27774.139264944508,32219.668147200606,30739.92947920738,67131.14759146738,66107.1987350318,
South Africa,aids_deaths,2030,23549.561122363168,31262.63580049509,28230.56036432979,68168.35349228345,66325.62432339598,
South Sudan,new_infections,2020,8858.48955,,,,,
South Sudan,new_infections,2021,8829.77602,,,,,
South Sudan,new_infections,2022,8323.69002,,,,,
South Sudan,new_infections,2023,7549.98385,,,,,
South Sudan,new_infections,2024,7508.57729,,,,,
South Sudan,new_infections,2025,7303.193422083007,7303.193422083007,7303.193422083007,7303.193422083007,7303.193422083007,7303.193422083007
South Sudan,new_infections,2026,6829.2502740798745,4790.001096319499,6494.0795614722,7242.039467501958,7497.239624119029,
South Sudan,new_infections,2027,5857.843226311668,3149.4286609240407,5159.276898981989,7185.5896632732965,7618.371495693031,
South Sudan,new_infections,2028,4772.360532498043,2167.43727486296,4100.843069694597,7116.2034455755675,7725.390916209867,
South Sudan,new_infections,2029,3605.7312451057164,1401.8368050117463,3017.7124510571653,7036.232889584965,7834.762411902897,
South Sudan,new_infections,2030,2013.3763508222396,1084.3066562255285,2336.7866875489426,6948.030070477682,7805.3614722004695,
South Sudan,aids_deaths,2020,7503.69482,,,,,
South Sudan,aids_deaths,2021,7214.19385,,,,,
South Sudan,aids_deaths,2022,6550.20581,,,,,
South Sudan,aids_deaths,2023,5546.82861,,,,,
South Sudan,aids_deaths,2024,5055.48145,,,,,
South Sudan,aids_deaths,2025,5014.645456679971,5014.645456679971,5014.645456679971,5014.645456679971,5014.645456679971,5014.645456679971
South Sudan,aids_deaths,2026,4372.533458558347,3881.1575487203568,3931.0072787039207,5282.8844799248645,5276.949988260155,
South Sudan,aids_deaths,2027,3281.773890584644,2544.7100258276587,2640.848790795961,5489.404789856773,5477.535806527353,
South Sudan,aids_deaths,2028,2388.0394458793144,1848.000704390702,1934.6442826954683,5600.973233153322,5574.861469828598,
South Sudan,aids_deaths,2029,1744.7405494247475,1423.091101197464,1501.4263911716364,5650.822963136886,5610.468419816858,
South Sudan,aids_deaths,2030,1429.025592862174,1110.9368396337168,1191.645926273773,5666.252641465132,5615.216013148626,
Sudan,new_infections,2020,4429.85596,,,,,
Sudan,new_infections,2021,4899.68535,,,,,
Sudan,new_infections,2022,5862.24939,,,,,
Sudan,new_infections,2023,6650.65497,,,,,
Sudan,new_infections,2024,6811.67424,,,,,
Sudan,new_infections,2025,7015.10269758637,7015.10269758637,7015.10269758637,7015.10269758637,7015.10269758637,7015.10269758637
Sudan,new_infections,2026,6743.224483356997,5346.221801545985,6225.258873639375,7296.652468843666,7438.501971919861,
Sudan,new_infections,2027,5908.246726613031,3818.1157911342484,4905.628648051743,7592.172266919072,7839.3342798548665,
Sudan,new_infections,2028,4842.226218646474,2648.9320082031863,3778.3549455750117,7854.378924120523,8220.823473734028,
Sudan,new_infections,2029,3573.103013093548,1541.0014197823,2514.60482725982,8109.063259189146,8615.208076983752,
Sudan,new_infections,2030,1777.417258242625,1079.9905347846664,1819.3273386969554,8364.822211705316,8947.264868275754,
Sudan,aids_deaths,2020,1798.99091,,,,,
Sudan,aids_deaths,2021,1925.80945,,,,,
Sudan,aids_deaths,2022,2141.36279,,,,,
Sudan,aids_deaths,2023,2349.88269,,,,,
Sudan,aids_deaths,2024,2541.85669,,,,,
Sudan,aids_deaths,2025,2617.1741511500545,2617.1741511500545,2617.1741511500545,2617.1741511500545,2617.1741511500545,2617.1741511500545
Sudan,aids_deaths,2026,2073.5536692223436,1771.4649507119386,1779.8176341730557,2711.141840087623,2721.5826944140194,
Sudan,aids_deaths,2027,1516.0120481927709,1132.484665936473,1150.5821467688936,2831.5596933187294,2846.8729463307773,
Sudan,aids_deaths,2028,1090.025191675794,787.9364731653887,811.6024096385541,2940.1445783132526,2961.722343921139,
Sudan,aids_deaths,2029,793.5049288061335,576.3351588170865,602.7853231106243,3050.8176341730555,3081.444140197152,
Sudan,aids_deaths,2030,609.0498357064622,407.1933187294633,431.55531215772174,3166.36308871851,3201.8619934282583,
United Republic of Tanzania,new_infections,2020,76676.4713,,,,,
United Republic of Tanzania,new_infections,2021,71465.98622,,,,,
United Republic of Tanzania,new_infections,2022,62325.12936,,,,,
United Republic of Tanzania,new_infections,2023,53907.81058,,,,,
United Republic of Tanzania,new_infections,2024,43208.02675,,,,,
United Republic of Tanzania,new_infections,2025,32863.87406296851,32837.37331334333,32862.40179910045,32862.40179910045,32862.40179910045,32862.40179910045
United Republic of Tanzania,new_infections,2026,30135.76911544228,26113.544227886057,30799.76011994003,31107.463268365816,31697.841079460268,
United Republic of Tanzania,new_infections,2027,26363.82908545727,21905.814092953522,28414.692653673163,29948.7916041979,30751.17541229385,
United Republic of Tanzania,new_infections,2028,22491.77511244378,18556.41379310345,26455.10944527736,28744.47976011994,29725.007496251874,
United Republic of Tanzania,new_infections,2029,18719.83508245877,15610.413793103447,24551.472263868065,27534.278860569713,28676.755622188906,
United Republic of Tanzania,new_infections,2030,14846.30884557721,14356.044977511245,22837.75712143928,26337.328335832084,27454.776611694153,
United Republic of Tanzania,aids_deaths,2020,33367.0293,,,,,
United Republic of Tanzania,aids_deaths,2021,30023.15625,,,,,
United Republic of Tanzania,aids_deaths,2022,28775.78711,,,,,
United Republic of Tanzania,aids_deaths,2023,27194.8916,,,,,
United Republic of Tanzania,aids_deaths,2024,25995.00098,,,,,
United Republic of Tanzania,aids_deaths,2025,20336.323447118073,20317.412702853944,20318.867375489648,20318.867375489648,20318.867375489648,20318.867375489648
United Republic of Tanzania,aids_deaths,2026,18820.554560716286,18699.816731952993,18779.82372691662,18736.18354784555,18744.911583659763,
United Republic of Tanzania,aids_deaths,2027,17968.11639619474,17755.734191382206,17931.74958030218,18966.021824286512,18984.932568550645,
United Republic of Tanzania,aids_deaths,2028,16731.64465584779,16896.02266368215,17083.675433687746,19223.49888080582,19240.954952434247,
United Republic of Tanzania,aids_deaths,2029,15589.726636821488,16327.245663122552,16501.806379406826,19277.321768326805,19288.95914941242,
United Republic of Tanzania,aids_deaths,2030,14638.370733072188,15723.5565193061,15834.111639619474,19219.134862898714,19219.134862898714,
Togo,new_infections,2020,3227.28866,,,,,
Togo,new_infections,2021,3278.83435,,,,,
Togo,new_infections,2022,3212.60578,,,,,
Togo,new_infections,2023,3209.27715,,,,,
Togo,new_infections,2024,3081.29853,,,,,
Togo,new_infections,2025,778.3525641025641,3196.461538461538,3196.9679487179487,3196.9679487179487,3196.9679487179487,3196.9679487179487
Togo,new_infections,2026,680.6153846153845,1756.230769230769,2262.1346153846152,3240.5192307692305,2459.128205128205,
Togo,new_infections,2027,582.8782051282051,1114.6089743589744,1692.929487179487,3281.5384615384614,1978.5448717948716,
Togo,new_infections,2028,489.6987179487179,631.4935897435897,1131.826923076923,3321.5448717948716,1470.1089743589744,
Togo,new_infections,2029,402.0897435897436,273.96794871794873,578.8269230769231,3362.5641025641025,933.8205128205128,
Togo,new_infections,2030,314.4807692307692,247.6346153846154,515.0192307692307,3405.608974358974,863.4294871794872,
Togo,aids_deaths,2020,2249.81738,,,,,
Togo,aids_deaths,2021,2030.3252,,,,,
Togo,aids_deaths,2022,1843.60742,,,,,
Togo,aids_deaths,2023,1912.099,,,,,
Togo,aids_deaths,2024,1829.82983,,,,,
Togo,aids_deaths,2025,1016.4855233853006,1633.5501113585744,1633.5501113585744,1633.5501113585744,1633.5501113585744,1633.5501113585744
Togo,aids_deaths,2026,926.8195991091313,1554.4810690423162,1580.56570155902,1578.935412026726,1564.26280623608,
Togo,aids_deaths,2027,846.935412026726,1437.100222717149,1488.4543429844098,1558.556792873051,1503.1269487750556,
Togo,aids_deaths,2028,754.0089086859688,1168.9175946547884,1224.347438752784,1541.4387527839642,1381.6703786191536,
Togo,aids_deaths,2029,695.3184855233852,684.7216035634743,725.478841870824,1529.2115812917593,917.0378619153674,
Togo,aids_deaths,2030,657.8218262806236,649.6703786191537,687.1670378619153,1519.4298440979956,884.4320712694877,
Uganda,new_infections,2020,47779.89702,,,,,
Uganda,new_infections,2021,48024.72782,,,,,
Uganda,new_infections,2022,45089.53466,,,,,
Uganda,new_infections,2023,40490.22205,,,,,
Uganda,new_infections,2024,36647.74647,,,,,
Uganda,new_infections,2025,32924.79681274901,32924.79681274901,32924.79681274901,32924.79681274901,32924.79681274901,32924.79681274901
Uganda,new_infections,2026,30659.066021627776,29716.532441661926,31535.11383039272,32053.963574274334,33564.88531587934,
Uganda,new_infections,2027,26423.531303358,26095.013375071147,29579.649971542403,31425.6078542971,34725.12720546386,
Uganda,new_infections,2028,21931.178998292544,22748.562891291975,27553.78941377348,30788.126636311896,36056.14627205464,
Uganda,new_infections,2029,17429.701195219124,19756.703187250998,25565.734490608993,30174.110984632898,37619.21371656233,
Uganda,new_infections,2030,12912.579681274901,17414.057484348323,23548.999430848038,29514.46784291406,39383.042117245306,
Uganda,aids_deaths,2020,22148.75684,,,,,
Uganda,aids_deaths,2021,21707.02051,,,,,
Uganda,aids_deaths,2022,21994.64648,,,,,
Uganda,aids_deaths,2023,21180.92969,,,,,
Uganda,aids_deaths,2024,20335.11035,,,,,
Uganda,aids_deaths,2025,18649.502904378907,18649.502904378907,18649.502904378907,18649.502904378907,18649.502904378907,18649.502904378907
Uganda,aids_deaths,2026,18205.791629431038,18254.251563896334,18275.4527852249,18588.927986297287,18610.129207625854,
Uganda,aids_deaths,2027,16761.07983318439,17480.40698540363,17534.92441167709,19070.49858504617,19114.415400655347,
Uganda,aids_deaths,2028,15049.838397378611,16402.17344355079,16465.77710753649,19450.60619600834,19477.864909145068,
Uganda,aids_deaths,2029,13697.503351206433,15316.368036937742,15376.942955019362,19570.24165921954,19524.810470658325,
Uganda,aids_deaths,2030,12663.186624962764,14469.833556747095,14530.408474828715,19762.567024128686,19600.52911826035,
Zambia,new_infections,2020,48432.08048,,,,,
Zambia,new_infections,2021,42244.44263,,,,,
Zambia,new_infections,2022,37632.92197,,,,,
Zambia,new_infections,2023,32613.23435,,,,,
Zambia,new_infections,2024,30399.96591,,,,,
Zambia,new_infections,2025,24860.056114418672,24828.85102306166,24862.13645384247,24860.056114418672,24862.13645384247,24862.13645384247
Zambia,new_infections,2026,23256.114418668312,20749.305412988437,23208.266611920895,23156.258126325876,24379.497707520703,
Zambia,new_infections,2027,22051.59789228769,18363.156093889003,21910.13481146924,21885.170738383633,23846.930815027717,
Zambia,new_infections,2028,20795.07288031205,16170.47834120304,20562.07486484637,20601.601313898584,23291.480188872923,
Zambia,new_infections,2029,19596.797372202836,14225.36097994936,19284.746458632726,19407.486484636967,22842.126873331967,
Zambia,new_infections,2030,18342.352699650997,13166.468213234792,18036.54280435229,18261.219462122768,21679.21713542736,
Zambia,aids_deaths,2020,22405.12109,,,,,
Zambia,aids_deaths,2021,19737.8252,,,,,
Zambia,aids_deaths,2022,18493.479,,,,,
Zambia,aids_deaths,2023,17375.98877,,,,,
Zambia,aids_deaths,2024,16372.74609,,,,,
Zambia,aids_deaths,2025,15405.444022770398,15405.444022770398,15405.444022770398,15405.444022770398,15405.444022770398,15405.444022770398
Zambia,aids_deaths,2026,14936.46046805819,15023.747628083493,15082.925363693865,14729.338393421885,14741.17394054396,
Zambia,aids_deaths,2027,14414.216951296648,14214.492093611638,14329.888678051866,14213.012650221379,14247.039848197344,
Zambia,aids_deaths,2028,13591.646426312462,13313.511068943706,13468.852624920937,13752.905755850728,13812.0834914611,
Zambia,aids_deaths,2029,12968.800759013284,12681.788741302973,12872.636938646427,13322.387729285263,13405.236559139785,
Zambia,aids_deaths,2030,12427.324478178369,12128.476913345983,12329.681214421253,12897.787476280835,12998.389626818469,
Zimbabwe,new_infections,2020,18258.17167,,,,,
Zimbabwe,new_infections,2021,21303.23119,,,,,
Zimbabwe,new_infections,2022,16914.552,,,,,
Zimbabwe,new_infections,2023,15285.83202,,,,,
Zimbabwe,new_infections,2024,14986.87936,,,,,
Zimbabwe,new_infections,2025,14606.26789838337,14606.26789838337,14606.26789838337,14606.26789838337,14606.26789838337,14606.26789838337
Zimbabwe,new_infections,2026,13394.847575057736,13182.230946882217,13945.343341031561,14106.866050808314,14426.615088529637,
Zimbabwe,new_infections,2027,11659.302540415703,11716.98922247883,13198.712856043108,13561.314857582754,14218.943033102385,
Zimbabwe,new_infections,2028,9943.535796766742,10360.528098537336,12470.21247113164,13024.004618937643,14016.215550423402,
Zimbabwe,new_infections,2029,8254.14010777521,9088.124711316397,11718.637413394918,12442.193225558121,13757.449576597382,
Zimbabwe,new_infections,2030,6635.6166281755195,7917.909160892994,10968.710546574288,11835.65896843726,13464.071593533487,
Zimbabwe,aids_deaths,2020,22090.2002,,,,,
Zimbabwe,aids_deaths,2021,20128.84473,,,,,
Zimbabwe,aids_deaths,2022,19502.02246,,,,,
Zimbabwe,aids_deaths,2023,17933.61719,,,,,
Zimbabwe,aids_deaths,2024,16723.03711,,,,,
Zimbabwe,aids_deaths,2025,16387.21047803486,16387.21047803486,16387.21047803486,16387.21047803486,16387.21047803486,16387.21047803486
Zimbabwe,aids_deaths,2026,16042.898379370095,16138.35123840587,16141.76026908572,16175.850575884211,16177.555091224136,
Zimbabwe,aids_deaths,2027,15369.614820099889,15969.604219753339,15981.53582713281,16022.444195291,16030.966771990623,
Zimbabwe,aids_deaths,2028,13980.43481806136,15108.823973091428,15110.528488431353,15741.199164203445,15749.721740903069,
Zimbabwe,aids_deaths,2029,13002.043012944654,14437.244929161147,14411.677199062276,15306.54775252268,15309.956783202528,
Zimbabwe,aids_deaths,2030,12258.87432473754,13931.003873203548,13864.52777494649,14933.258893079197,14924.736316379574,
