measure,location,countryCode,sex,age,year,val
population,Réunion,REU,female,15+,2025,374004
population,Réunion,REU,female,15+,2026,377212
population,Réunion,REU,female,15+,2027,380552
population,Réunion,REU,female,15+,2028,383736
population,Réunion,REU,female,15+,2029,386696
population,Réunion,REU,female,15+,2030,389511
population,Réunion,REU,male,15+,2024,324750
population,Réunion,REU,male,15+,2025,327606
population,Réunion,REU,male,15+,2026,330452
population,Réunion,REU,male,15+,2027,333224
population,Réunion,REU,male,15+,2028,335873
population,Réunion,REU,male,15+,2029,338460
population,Réunion,REU,male,15+,2030,340998
population,Saint Barthélemy,BLM,female,15+,2024,4914
population,Saint Barthélemy,BLM,female,15+,2025,5026
population,Saint Barthélemy,BLM,female,15+,2026,5128
population,Saint Barthélemy,BLM,female,15+,2027,5226
population,Saint Barthélemy,BLM,female,15+,2028,5324
population,Saint Barthélemy,BLM,female,15+,2029,5416
population,Saint Barthélemy,BLM,female,15+,2030,5498
population,Saint Barthélemy,BLM,male,15+,2024,4194
population,Saint Barthélemy,BLM,male,15+,2025,4306
population,Saint Barthélemy,BLM,male,15+,2026,4407
population,Saint Barthélemy,BLM,male,15+,2027,4502
population,Saint Barthélemy,BLM,male,15+,2028,4596
population,Saint Barthélemy,BLM,male,15+,2029,4685
population,Saint Barthélemy,BLM,male,15+,2030,4764
population,Saint Helena,SHN,female,15+,2024,2284
population,Saint Helena,SHN,female,15+,2025,2280
population,Saint Helena,SHN,female,15+,2026,2272
population,Saint Helena,SHN,female,15+,2027,2266
population,Saint Helena,SHN,female,15+,2028,2262
population,Saint Helena,SHN,female,15+,2029,2256
population,Saint Helena,SHN,female,15+,2030,2250
population,Saint Helena,SHN,male,15+,2024,2238
population,Saint Helena,SHN,male,15+,2025,2220
population,Saint Helena,SHN,male,15+,2026,2198
population,Saint Helena,SHN,male,15+,2027,2164
population,Saint Helena,SHN,male,15+,2028,2130
population,Saint Helena,SHN,male,15+,2029,2100
population,Saint Helena,SHN,male,15+,2030,2075
population,Saint Kitts and Nevis,KNA,female,15+,2024,20152
population,Saint Kitts and Nevis,KNA,female,15+,2025,20192
population,Saint Kitts and Nevis,KNA,female,15+,2026,20247
population,Saint Kitts and Nevis,KNA,female,15+,2027,20364
population,Saint Kitts and Nevis,KNA,female,15+,2028,20476
population,Saint Kitts and Nevis,KNA,female,15+,2029,20578
population,Saint Kitts and Nevis,KNA,female,15+,2030,20678
population,Saint Kitts and Nevis,KNA,male,15+,2024,18170
population,Saint Kitts and Nevis,KNA,male,15+,2025,18126
population,Saint Kitts and Nevis,KNA,male,15+,2026,18100
population,Saint Kitts and Nevis,KNA,male,15+,2027,18137
population,Saint Kitts and Nevis,KNA,male,15+,2028,18164
population,Saint Kitts and Nevis,KNA,male,15+,2029,18189
population,Saint Kitts and Nevis,KNA,male,15+,2030,18216
population,Saint Lucia,LCA,female,15+,2024,75458
population,Saint Lucia,LCA,female,15+,2025,75964
population,Saint Lucia,LCA,female,15+,2026,76351
population,Saint Lucia,LCA,female,15+,2027,76673
population,Saint Lucia,LCA,female,15+,2028,76994
population,Saint Lucia,LCA,female,15+,2029,77310
population,Saint Lucia,LCA,female,15+,2030,77612
population,Saint Lucia,LCA,male,15+,2024,72764
population,Saint Lucia,LCA,male,15+,2025,73118
population,Saint Lucia,LCA,male,15+,2026,73332
population,Saint Lucia,LCA,male,15+,2027,73480
population,Saint Lucia,LCA,male,15+,2028,73624
population,Saint Lucia,LCA,male,15+,2029,73765
population,Saint Lucia,LCA,male,15+,2030,73896
population,Saint Martin (French part),MAF,female,15+,2024,11214
population,Saint Martin (French part),MAF,female,15+,2025,10794
population,Saint Martin (French part),MAF,female,15+,2026,10444
population,Saint Martin (French part),MAF,female,15+,2027,10162
population,Saint Martin (French part),MAF,female,15+,2028,9938
population,Saint Martin (French part),MAF,female,15+,2029,9765
population,Saint Martin (French part),MAF,female,15+,2030,9634
population,Saint Martin (French part),MAF,male,15+,2024,9340
population,Saint Martin (French part),MAF,male,15+,2025,8895
population,Saint Martin (French part),MAF,male,15+,2026,8520
population,Saint Martin (French part),MAF,male,15+,2027,8211
population,Saint Martin (French part),MAF,male,15+,2028,7972
population,Saint Martin (French part),MAF,male,15+,2029,7786
population,Saint Martin (French part),MAF,male,15+,2030,7640
population,Saint Pierre and Miquelon,SPM,female,15+,2024,2466
population,Saint Pierre and Miquelon,SPM,female,15+,2025,2463
population,Saint Pierre and Miquelon,SPM,female,15+,2026,2460
population,Saint Pierre and Miquelon,SPM,female,15+,2027,2458
population,Saint Pierre and Miquelon,SPM,female,15+,2028,2454
population,Saint Pierre and Miquelon,SPM,female,15+,2029,2449
population,Saint Pierre and Miquelon,SPM,female,15+,2030,2440
population,Saint Pierre and Miquelon,SPM,male,15+,2024,2392
population,Saint Pierre and Miquelon,SPM,male,15+,2025,2386
population,Saint Pierre and Miquelon,SPM,male,15+,2026,2375
population,Saint Pierre and Miquelon,SPM,male,15+,2027,2364
population,Saint Pierre and Miquelon,SPM,male,15+,2028,2354
population,Saint Pierre and Miquelon,SPM,male,15+,2029,2337
population,Saint Pierre and Miquelon,SPM,male,15+,2030,2317
population,Saint Vincent and the Grenadines,VCT,female,15+,2024,38835
population,Saint Vincent and the Grenadines,VCT,female,15+,2025,38834
population,Saint Vincent and the Grenadines,VCT,female,15+,2026,38842
population,Saint Vincent and the Grenadines,VCT,female,15+,2027,38868
population,Saint Vincent and the Grenadines,VCT,female,15+,2028,38928
population,Saint Vincent and the Grenadines,VCT,female,15+,2029,39006
population,Saint Vincent and the Grenadines,VCT,female,15+,2030,39090
population,Saint Vincent and the Grenadines,VCT,male,15+,2024,40358
population,Saint Vincent and the Grenadines,VCT,male,15+,2025,40234
population,Saint Vincent and the Grenadines,VCT,male,15+,2026,40110
population,Saint Vincent and the Grenadines,VCT,male,15+,2027,40002
population,Saint Vincent and the Grenadines,VCT,male,15+,2028,39916
population,Saint Vincent and the Grenadines,VCT,male,15+,2029,39850
population,Saint Vincent and the Grenadines,VCT,male,15+,2030,39797
population,Samoa,WSM,female,15+,2024,67583
population,Samoa,WSM,female,15+,2025,68414
population,Samoa,WSM,female,15+,2026,69332
population,Samoa,WSM,female,15+,2027,70370
population,Samoa,WSM,female,15+,2028,71464
population,Samoa,WSM,female,15+,2029,72544
population,Samoa,WSM,female,15+,2030,73618
population,Samoa,WSM,male,15+,2024,66577
population,Samoa,WSM,male,15+,2025,67422
population,Samoa,WSM,male,15+,2026,68396
population,Samoa,WSM,male,15+,2027,69464
population,Samoa,WSM,male,15+,2028,70555
population,Samoa,WSM,male,15+,2029,71646
population,Samoa,WSM,male,15+,2030,72772
population,San Marino,SMR,female,15+,2024,15043
population,San Marino,SMR,female,15+,2025,15098
population,San Marino,SMR,female,15+,2026,15182
population,San Marino,SMR,female,15+,2027,15254
population,San Marino,SMR,female,15+,2028,15316
population,San Marino,SMR,female,15+,2029,15378
population,San Marino,SMR,female,15+,2030,15430
population,San Marino,SMR,male,15+,2024,14422
population,San Marino,SMR,male,15+,2025,14496
population,San Marino,SMR,male,15+,2026,14582
population,San Marino,SMR,male,15+,2027,14652
population,San Marino,SMR,male,15+,2028,14729
population,San Marino,SMR,male,15+,2029,14799
population,San Marino,SMR,male,15+,2030,14842
population,Sao Tome and Principe,STP,female,15+,2024,74204
population,Sao Tome and Principe,STP,female,15+,2025,76235
population,Sao Tome and Principe,STP,female,15+,2026,78172
population,Sao Tome and Principe,STP,female,15+,2027,80234
population,Sao Tome and Principe,STP,female,15+,2028,82456
population,Sao Tome and Principe,STP,female,15+,2029,84645
population,Sao Tome and Principe,STP,female,15+,2030,86778
population,Sao Tome and Principe,STP,male,15+,2024,72233
population,Sao Tome and Principe,STP,male,15+,2025,74031
population,Sao Tome and Principe,STP,male,15+,2026,75770
population,Sao Tome and Principe,STP,male,15+,2027,77636
population,Sao Tome and Principe,STP,male,15+,2028,79632
population,Sao Tome and Principe,STP,male,15+,2029,81602
population,Sao Tome and Principe,STP,male,15+,2030,83516
population,Saudi Arabia,SAU,female,15+,2024,9439182
population,Saudi Arabia,SAU,female,15+,2025,9674562
population,Saudi Arabia,SAU,female,15+,2026,9911288
population,Saudi Arabia,SAU,female,15+,2027,10149181
population,Saudi Arabia,SAU,female,15+,2028,10387404
population,Saudi Arabia,SAU,female,15+,2029,10623085
population,Saudi Arabia,SAU,female,15+,2030,10852554
population,Saudi Arabia,SAU,male,15+,2024,16434128
population,Saudi Arabia,SAU,male,15+,2025,16726826
population,Saudi Arabia,SAU,male,15+,2026,17013880
population,Saudi Arabia,SAU,male,15+,2027,17295450
population,Saudi Arabia,SAU,male,15+,2028,17570768
population,Saudi Arabia,SAU,male,15+,2029,17832936
population,Saudi Arabia,SAU,male,15+,2030,18071964
population,Senegal,SEN,female,15+,2024,5695504
population,Senegal,SEN,female,15+,2025,5869193
population,Senegal,SEN,female,15+,2026,6044357
population,Senegal,SEN,female,15+,2027,6220694
population,Senegal,SEN,female,15+,2028,6397240
population,Senegal,SEN,female,15+,2029,6572928
population,Senegal,SEN,female,15+,2030,6748118
population,Senegal,SEN,male,15+,2024,5741985
population,Senegal,SEN,male,15+,2025,5917318
population,Senegal,SEN,male,15+,2026,6094568
population,Senegal,SEN,male,15+,2027,6273764
population,Senegal,SEN,male,15+,2028,6454120
population,Senegal,SEN,male,15+,2029,6634465
population,Senegal,SEN,male,15+,2030,6814899
population,Serbia,SRB,female,15+,2024,3063228
population,Serbia,SRB,female,15+,2025,3047341
population,Serbia,SRB,female,15+,2026,3031086
population,Serbia,SRB,female,15+,2027,3015568
population,Serbia,SRB,female,15+,2028,2999654
population,Serbia,SRB,female,15+,2029,2983618
population,Serbia,SRB,female,15+,2030,2967338
population,Serbia,SRB,male,15+,2024,2708966
population,Serbia,SRB,male,15+,2025,2687982
population,Serbia,SRB,male,15+,2026,2667560
population,Serbia,SRB,male,15+,2027,2648658
population,Serbia,SRB,male,15+,2028,2630066
population,Serbia,SRB,male,15+,2029,2612058
population,Serbia,SRB,male,15+,2030,2594591
population,Seychelles,SYC,female,15+,2024,45754
population,Seychelles,SYC,female,15+,2025,46861
population,Seychelles,SYC,female,15+,2026,47900
population,Seychelles,SYC,female,15+,2027,48835
population,Seychelles,SYC,female,15+,2028,49633
population,Seychelles,SYC,female,15+,2029,50254
population,Seychelles,SYC,female,15+,2030,50661
population,Seychelles,SYC,male,15+,2024,58644
population,Seychelles,SYC,male,15+,2025,59672
population,Seychelles,SYC,male,15+,2026,60618
population,Seychelles,SYC,male,15+,2027,61452
population,Seychelles,SYC,male,15+,2028,62137
population,Seychelles,SYC,male,15+,2029,62618
population,Seychelles,SYC,male,15+,2030,62854
population,Sierra Leone,SLE,female,15+,2024,2698418
population,Sierra Leone,SLE,female,15+,2025,2772897
population,Sierra Leone,SLE,female,15+,2026,2848208
population,Sierra Leone,SLE,female,15+,2027,2924693
population,Sierra Leone,SLE,female,15+,2028,2999982
population,Sierra Leone,SLE,female,15+,2029,3074283
population,Sierra Leone,SLE,female,15+,2030,3149306
population,Sierra Leone,SLE,male,15+,2024,2651967
population,Sierra Leone,SLE,male,15+,2025,2726181
population,Sierra Leone,SLE,male,15+,2026,2801131
population,Sierra Leone,SLE,male,15+,2027,2877169
population,Sierra Leone,SLE,male,15+,2028,2951891
population,Sierra Leone,SLE,male,15+,2029,3025527
population,Sierra Leone,SLE,male,15+,2030,3099844
population,Singapore,SGP,female,15+,2024,2486192
population,Singapore,SGP,female,15+,2025,2503204
population,Singapore,SGP,female,15+,2026,2517322
population,Singapore,SGP,female,15+,2027,2530725
population,Singapore,SGP,female,15+,2028,2544180
population,Singapore,SGP,female,15+,2029,2556296
population,Singapore,SGP,female,15+,2030,2567357
population,Singapore,SGP,male,15+,2024,2664614
population,Singapore,SGP,male,15+,2025,2681304
population,Singapore,SGP,male,15+,2026,2694564
population,Singapore,SGP,male,15+,2027,2706953
population,Singapore,SGP,male,15+,2028,2719334
population,Singapore,SGP,male,15+,2029,2730170
population,Singapore,SGP,male,15+,2030,2739839
population,Sint Maarten (Dutch part),SXM,female,15+,2024,19226
population,Sint Maarten (Dutch part),SXM,female,15+,2025,19562
population,Sint Maarten (Dutch part),SXM,female,15+,2026,19875
population,Sint Maarten (Dutch part),SXM,female,15+,2027,20169
population,Sint Maarten (Dutch part),SXM,female,15+,2028,20447
population,Sint Maarten (Dutch part),SXM,female,15+,2029,20702
population,Sint Maarten (Dutch part),SXM,female,15+,2030,20932
population,Sint Maarten (Dutch part),SXM,male,15+,2024,17563
population,Sint Maarten (Dutch part),SXM,male,15+,2025,17858
population,Sint Maarten (Dutch part),SXM,male,15+,2026,18126
population,Sint Maarten (Dutch part),SXM,male,15+,2027,18379
population,Sint Maarten (Dutch part),SXM,male,15+,2028,18614
population,Sint Maarten (Dutch part),SXM,male,15+,2029,18822
population,Sint Maarten (Dutch part),SXM,male,15+,2030,19012
population,Slovakia,SVK,female,15+,2024,2395168
population,Slovakia,SVK,female,15+,2025,2386990
population,Slovakia,SVK,female,15+,2026,2383031
population,Slovakia,SVK,female,15+,2027,2384165
population,Slovakia,SVK,female,15+,2028,2383552
population,Slovakia,SVK,female,15+,2029,2382564
population,Slovakia,SVK,female,15+,2030,2381238
population,Slovakia,SVK,male,15+,2024,2243660
population,Slovakia,SVK,male,15+,2025,2235448
population,Slovakia,SVK,male,15+,2026,2231326
population,Slovakia,SVK,male,15+,2027,2232994
population,Slovakia,SVK,male,15+,2028,2232992
population,Slovakia,SVK,male,15+,2029,2232365
population,Slovakia,SVK,male,15+,2030,2231749
population,Slovenia,SVN,female,15+,2024,902482
population,Slovenia,SVN,female,15+,2025,903338
population,Slovenia,SVN,female,15+,2026,904023
population,Slovenia,SVN,female,15+,2027,904448
population,Slovenia,SVN,female,15+,2028,904474
population,Slovenia,SVN,female,15+,2029,904104
population,Slovenia,SVN,female,15+,2030,903497
population,Slovenia,SVN,male,15+,2024,904450
population,Slovenia,SVN,male,15+,2025,907134
population,Slovenia,SVN,male,15+,2026,909526
population,Slovenia,SVN,male,15+,2027,911660
population,Slovenia,SVN,male,15+,2028,913310
population,Slovenia,SVN,male,15+,2029,914517
population,Slovenia,SVN,male,15+,2030,915544
population,Solomon Islands,SLB,female,15+,2024,253755
population,Solomon Islands,SLB,female,15+,2025,261443
population,Solomon Islands,SLB,female,15+,2026,269412
population,Solomon Islands,SLB,female,15+,2027,277606
population,Solomon Islands,SLB,female,15+,2028,285962
population,Solomon Islands,SLB,female,15+,2029,294412
population,Solomon Islands,SLB,female,15+,2030,302896
population,Solomon Islands,SLB,male,15+,2024,262582
population,Solomon Islands,SLB,male,15+,2025,270614
population,Solomon Islands,SLB,male,15+,2026,278892
population,Solomon Islands,SLB,male,15+,2027,287372
population,Solomon Islands,SLB,male,15+,2028,296005
population,Solomon Islands,SLB,male,15+,2029,304712
population,Solomon Islands,SLB,male,15+,2030,313440
population,Somalia,SOM,female,15+,2024,5122406
population,Somalia,SOM,female,15+,2025,5300969
population,Somalia,SOM,female,15+,2026,5480867
population,Somalia,SOM,female,15+,2027,5675234
population,Somalia,SOM,female,15+,2028,5880154
population,Somalia,SOM,female,15+,2029,6091682
population,Somalia,SOM,female,15+,2030,6315974
population,Somalia,SOM,male,15+,2024,5029768
population,Somalia,SOM,male,15+,2025,5203726
population,Somalia,SOM,male,15+,2026,5377885
population,Somalia,SOM,male,15+,2027,5565842
population,Somalia,SOM,male,15+,2028,5764586
population,Somalia,SOM,male,15+,2029,5970310
population,Somalia,SOM,male,15+,2030,6188906
population,South Africa,ZAF,female,15+,2024,24610094
population,South Africa,ZAF,female,15+,2025,24959730
population,South Africa,ZAF,female,15+,2026,25293884
population,South Africa,ZAF,female,15+,2027,25618826
population,South Africa,ZAF,female,15+,2028,25939250
population,South Africa,ZAF,female,15+,2029,26250152
population,South Africa,ZAF,female,15+,2030,26548350
population,South Africa,ZAF,male,15+,2024,22829626
population,South Africa,ZAF,male,15+,2025,23132387
population,South Africa,ZAF,male,15+,2026,23417646
population,South Africa,ZAF,male,15+,2027,23692141
population,South Africa,ZAF,male,15+,2028,23960745
population,South Africa,ZAF,male,15+,2029,24218406
population,South Africa,ZAF,male,15+,2030,24462397
population,South Sudan,SSD,female,15+,2024,3770982
population,South Sudan,SSD,female,15+,2025,3904808
population,South Sudan,SSD,female,15+,2026,4039378
population,South Sudan,SSD,female,15+,2027,4174213
population,South Sudan,SSD,female,15+,2028,4303541
population,South Sudan,SSD,female,15+,2029,4424282
population,South Sudan,SSD,female,15+,2030,4533632
population,South Sudan,SSD,male,15+,2024,3524354
population,South Sudan,SSD,male,15+,2025,3653908
population,South Sudan,SSD,male,15+,2026,3784228
population,South Sudan,SSD,male,15+,2027,3914836
population,South Sudan,SSD,male,15+,2028,4039897
population,South Sudan,SSD,male,15+,2029,4155902
population,South Sudan,SSD,male,15+,2030,4259604
population,Spain,ESP,female,15+,2024,21383200
population,Spain,ESP,female,15+,2025,21447300
population,Spain,ESP,female,15+,2026,21501172
population,Spain,ESP,female,15+,2027,21547169
population,Spain,ESP,female,15+,2028,21583870
population,Spain,ESP,female,15+,2029,21613006
population,Spain,ESP,female,15+,2030,21637824
population,Spain,ESP,male,15+,2024,20336450
population,Spain,ESP,male,15+,2025,20399362
population,Spain,ESP,male,15+,2026,20450260
population,Spain,ESP,male,15+,2027,20492268
population,Spain,ESP,male,15+,2028,20522573
population,Spain,ESP,male,15+,2029,20543883
population,Spain,ESP,male,15+,2030,20559618
population,Sri Lanka,LKA,female,15+,2024,9429900
population,Sri Lanka,LKA,female,15+,2025,9521961
population,Sri Lanka,LKA,female,15+,2026,9609368
population,Sri Lanka,LKA,female,15+,2027,9693181
population,Sri Lanka,LKA,female,15+,2028,9774585
population,Sri Lanka,LKA,female,15+,2029,9851682
population,Sri Lanka,LKA,female,15+,2030,9922945
population,Sri Lanka,LKA,male,15+,2024,8583882
population,Sri Lanka,LKA,male,15+,2025,8666525
population,Sri Lanka,LKA,male,15+,2026,8745396
population,Sri Lanka,LKA,male,15+,2027,8822644
population,Sri Lanka,LKA,male,15+,2028,8899380
population,Sri Lanka,LKA,male,15+,2029,8972564
population,Sri Lanka,LKA,male,15+,2030,9040712
population,State of Palestine,PSE,female,15+,2024,1741990
population,State of Palestine,PSE,female,15+,2025,1786700
population,State of Palestine,PSE,female,15+,2026,1835660
population,State of Palestine,PSE,female,15+,2027,1886314
population,State of Palestine,PSE,female,15+,2028,1937044
population,State of Palestine,PSE,female,15+,2029,1988827
population,State of Palestine,PSE,female,15+,2030,2042556
population,State of Palestine,PSE,male,15+,2024,1662596
population,State of Palestine,PSE,male,15+,2025,1701734
population,State of Palestine,PSE,male,15+,2026,1748722
population,State of Palestine,PSE,male,15+,2027,1799112
population,State of Palestine,PSE,male,15+,2028,1849971
population,State of Palestine,PSE,male,15+,2029,1902325
population,State of Palestine,PSE,male,15+,2030,1957098
population,Sudan,SDN,female,15+,2024,15363724
population,Sudan,SDN,female,15+,2025,15805788
population,Sudan,SDN,female,15+,2026,16408459
population,Sudan,SDN,female,15+,2027,16933918
population,Sudan,SDN,female,15+,2028,17390282
population,Sudan,SDN,female,15+,2029,17854296
population,Sudan,SDN,female,15+,2030,18335991
population,Sudan,SDN,male,15+,2024,14667861
population,Sudan,SDN,male,15+,2025,15081286
population,Sudan,SDN,male,15+,2026,15657908
population,Sudan,SDN,male,15+,2027,16154916
population,Sudan,SDN,male,15+,2028,16581035
population,Sudan,SDN,male,15+,2029,17014938
population,Sudan,SDN,male,15+,2030,17466833
population,Suriname,SUR,female,15+,2024,237594
population,Suriname,SUR,female,15+,2025,240705
population,Suriname,SUR,female,15+,2026,243796
population,Suriname,SUR,female,15+,2027,246871
population,Suriname,SUR,female,15+,2028,249942
population,Suriname,SUR,female,15+,2029,252933
population,Suriname,SUR,female,15+,2030,255838
population,Suriname,SUR,male,15+,2024,234174
population,Suriname,SUR,male,15+,2025,237024
population,Suriname,SUR,male,15+,2026,239853
population,Suriname,SUR,male,15+,2027,242665
population,Suriname,SUR,male,15+,2028,245468
population,Suriname,SUR,male,15+,2029,248188
population,Suriname,SUR,male,15+,2030,250822
population,Sweden,SWE,female,15+,2024,4389618
population,Sweden,SWE,female,15+,2025,4423092
population,Sweden,SWE,female,15+,2026,4454587
population,Sweden,SWE,female,15+,2027,4483996
population,Sweden,SWE,female,15+,2028,4512442
population,Sweden,SWE,female,15+,2029,4539678
population,Sweden,SWE,female,15+,2030,4565551
population,Sweden,SWE,male,15+,2024,4415700
population,Sweden,SWE,male,15+,2025,4453192
population,Sweden,SWE,male,15+,2026,4488473
population,Sweden,SWE,male,15+,2027,4521289
population,Sweden,SWE,male,15+,2028,4553192
population,Sweden,SWE,male,15+,2029,4583910
population,Sweden,SWE,male,15+,2030,4613486
population,Switzerland,CHE,female,15+,2024,3840449
population,Switzerland,CHE,female,15+,2025,3861494
population,Switzerland,CHE,female,15+,2026,3881194
population,Switzerland,CHE,female,15+,2027,3899496
population,Switzerland,CHE,female,15+,2028,3917108
population,Switzerland,CHE,female,15+,2029,3934094
population,Switzerland,CHE,female,15+,2030,3950864
population,Switzerland,CHE,male,15+,2024,3747624
population,Switzerland,CHE,male,15+,2025,3771254
population,Switzerland,CHE,male,15+,2026,3793319
population,Switzerland,CHE,male,15+,2027,3814316
population,Switzerland,CHE,male,15+,2028,3834428
population,Switzerland,CHE,male,15+,2029,3853518
population,Switzerland,CHE,male,15+,2030,3872422
population,Syrian Arab Republic,SYR,female,15+,2024,8818687
population,Syrian Arab Republic,SYR,female,15+,2025,9237922
population,Syrian Arab Republic,SYR,female,15+,2026,9607113
population,Syrian Arab Republic,SYR,female,15+,2027,9938022
population,Syrian Arab Republic,SYR,female,15+,2028,10232848
population,Syrian Arab Republic,SYR,female,15+,2029,10486285
population,Syrian Arab Republic,SYR,female,15+,2030,10697170
population,Syrian Arab Republic,SYR,male,15+,2024,8658648
population,Syrian Arab Republic,SYR,male,15+,2025,9095867
population,Syrian Arab Republic,SYR,male,15+,2026,9478627
population,Syrian Arab Republic,SYR,male,15+,2027,9819834
population,Syrian Arab Republic,SYR,male,15+,2028,10122102
population,Syrian Arab Republic,SYR,male,15+,2029,10379788
population,Syrian Arab Republic,SYR,male,15+,2030,10591584
population,Tajikistan,TJK,female,15+,2024,3488500
population,Tajikistan,TJK,female,15+,2025,3573942
population,Tajikistan,TJK,female,15+,2026,3661876
population,Tajikistan,TJK,female,15+,2027,3749832
population,Tajikistan,TJK,female,15+,2028,3842679
population,Tajikistan,TJK,female,15+,2029,3942894
population,Tajikistan,TJK,female,15+,2030,4048218
population,Tajikistan,TJK,male,15+,2024,3262008
population,Tajikistan,TJK,male,15+,2025,3343904
population,Tajikistan,TJK,male,15+,2026,3427494
population,Tajikistan,TJK,male,15+,2027,3510333
population,Tajikistan,TJK,male,15+,2028,3597362
population,Tajikistan,TJK,male,15+,2029,3691955
population,Tajikistan,TJK,male,15+,2030,3792534
population,Thailand,THA,female,15+,2024,31643640
population,Thailand,THA,female,15+,2025,31775076
population,Thailand,THA,female,15+,2026,31900252
population,Thailand,THA,female,15+,2027,32019242
population,Thailand,THA,female,15+,2028,32126212
population,Thailand,THA,female,15+,2029,32216736
population,Thailand,THA,female,15+,2030,32290471
population,Thailand,THA,male,15+,2024,29453710
population,Thailand,THA,male,15+,2025,29521366
population,Thailand,THA,male,15+,2026,29585315
population,Thailand,THA,male,15+,2027,29645584
population,Thailand,THA,male,15+,2028,29696266
population,Thailand,THA,male,15+,2029,29732721
population,Thailand,THA,male,15+,2030,29754819
population,Timor-Leste,TLS,female,15+,2024,462974
population,Timor-Leste,TLS,female,15+,2025,472784
population,Timor-Leste,TLS,female,15+,2026,482582
population,Timor-Leste,TLS,female,15+,2027,492714
population,Timor-Leste,TLS,female,15+,2028,503418
population,Timor-Leste,TLS,female,15+,2029,514754
population,Timor-Leste,TLS,female,15+,2030,526642
population,Timor-Leste,TLS,male,15+,2024,466231
population,Timor-Leste,TLS,male,15+,2025,475991
population,Timor-Leste,TLS,male,15+,2026,485820
population,Timor-Leste,TLS,male,15+,2027,496068
population,Timor-Leste,TLS,male,15+,2028,506933
population,Timor-Leste,TLS,male,15+,2029,518422
population,Timor-Leste,TLS,male,15+,2030,530416
population,Togo,TGO,female,15+,2024,2863526
population,Togo,TGO,female,15+,2025,2942439
population,Togo,TGO,female,15+,2026,3023025
population,Togo,TGO,female,15+,2027,3103800
population,Togo,TGO,female,15+,2028,3184205
population,Togo,TGO,female,15+,2029,3265400
population,Togo,TGO,female,15+,2030,3348699
population,Togo,TGO,male,15+,2024,2890736
population,Togo,TGO,male,15+,2025,2972942
population,Togo,TGO,male,15+,2026,3056777
population,Togo,TGO,male,15+,2027,3140768
population,Togo,TGO,male,15+,2028,3224338
population,Togo,TGO,male,15+,2029,3308647
population,Togo,TGO,male,15+,2030,3395013
population,Tokelau,TKL,female,15+,2024,948
population,Tokelau,TKL,female,15+,2025,990
population,Tokelau,TKL,female,15+,2026,1021
population,Tokelau,TKL,female,15+,2027,1045
population,Tokelau,TKL,female,15+,2028,1074
population,Tokelau,TKL,female,15+,2029,1104
population,Tokelau,TKL,female,15+,2030,1128
population,Tokelau,TKL,male,15+,2024,905
population,Tokelau,TKL,male,15+,2025,948
population,Tokelau,TKL,male,15+,2026,983
population,Tokelau,TKL,male,15+,2027,1012
population,Tokelau,TKL,male,15+,2028,1038
population,Tokelau,TKL,male,15+,2029,1061
population,Tokelau,TKL,male,15+,2030,1080
population,Tonga,TON,female,15+,2024,37150
population,Tonga,TON,female,15+,2025,37227
population,Tonga,TON,female,15+,2026,37342
population,Tonga,TON,female,15+,2027,37504
population,Tonga,TON,female,15+,2028,37708
population,Tonga,TON,female,15+,2029,37924
population,Tonga,TON,female,15+,2030,38148
population,Tonga,TON,male,15+,2024,30144
population,Tonga,TON,male,15+,2025,30288
population,Tonga,TON,male,15+,2026,30446
population,Tonga,TON,male,15+,2027,30580
population,Tonga,TON,male,15+,2028,30742
population,Tonga,TON,male,15+,2029,30958
population,Tonga,TON,male,15+,2030,31206
population,Trinidad and Tobago,TTO,female,15+,2024,630933
population,Trinidad and Tobago,TTO,female,15+,2025,634840
population,Trinidad and Tobago,TTO,female,15+,2026,638306
population,Trinidad and Tobago,TTO,female,15+,2027,641364
population,Trinidad and Tobago,TTO,female,15+,2028,644042
population,Trinidad and Tobago,TTO,female,15+,2029,646353
population,Trinidad and Tobago,TTO,female,15+,2030,648335
population,Trinidad and Tobago,TTO,male,15+,2024,609062
population,Trinidad and Tobago,TTO,male,15+,2025,611980
population,Trinidad and Tobago,TTO,male,15+,2026,614478
population,Trinidad and Tobago,TTO,male,15+,2027,616586
population,Trinidad and Tobago,TTO,male,15+,2028,618327
population,Trinidad and Tobago,TTO,male,15+,2029,619726
population,Trinidad and Tobago,TTO,male,15+,2030,620820
population,Tunisia,TUN,female,15+,2024,4775580
population,Tunisia,TUN,female,15+,2025,4832819
population,Tunisia,TUN,female,15+,2026,4891294
population,Tunisia,TUN,female,15+,2027,4950281
population,Tunisia,TUN,female,15+,2028,5012586
population,Tunisia,TUN,female,15+,2029,5075842
population,Tunisia,TUN,female,15+,2030,5136590
population,Tunisia,TUN,male,15+,2024,4550240
population,Tunisia,TUN,male,15+,2025,4606323
population,Tunisia,TUN,male,15+,2026,4663710
population,Tunisia,TUN,male,15+,2027,4721460
population,Tunisia,TUN,male,15+,2028,4782520
population,Tunisia,TUN,male,15+,2029,4843891
population,Tunisia,TUN,male,15+,2030,4902014
population,Turkmenistan,TKM,female,15+,2024,2661484
population,Turkmenistan,TKM,female,15+,2025,2714481
population,Turkmenistan,TKM,female,15+,2026,2770484
population,Turkmenistan,TKM,female,15+,2027,2828603
population,Turkmenistan,TKM,female,15+,2028,2887799
