measure,location,countryCode,sex,age,year,val
population,Afghanistan,AFG,female,15+,2024,12175534
population,Afghanistan,AFG,female,15+,2025,12578522
population,Afghanistan,AFG,female,15+,2026,12991376
population,Afghanistan,AFG,female,15+,2027,13414131
population,Afghanistan,AFG,female,15+,2028,13842490
population,Afghanistan,AFG,female,15+,2029,14295160
population,Afghanistan,AFG,female,15+,2030,14776797
population,Afghanistan,AFG,male,15+,2024,12181512
population,Afghanistan,AFG,male,15+,2025,12605131
population,Afghanistan,AFG,male,15+,2026,13038362
population,Afghanistan,AFG,male,15+,2027,13481104
population,Afghanistan,AFG,male,15+,2028,13928816
population,Afghanistan,AFG,male,15+,2029,14401478
population,Afghanistan,AFG,male,15+,2030,14904177
population,Albania,ALB,female,15+,2024,1186436
population,Albania,ALB,female,15+,2025,1181272
population,Albania,ALB,female,15+,2026,1176359
population,Albania,ALB,female,15+,2027,1172320
population,Albania,ALB,female,15+,2028,1169036
population,Albania,ALB,female,15+,2029,1165967
population,Albania,ALB,female,15+,2030,1162464
population,Albania,ALB,male,15+,2024,1135173
population,Albania,ALB,male,15+,2025,1129994
population,Albania,ALB,male,15+,2026,1125348
population,Albania,ALB,male,15+,2027,1121920
population,Albania,ALB,male,15+,2028,1119324
population,Albania,ALB,male,15+,2029,1117018
population,Albania,ALB,male,15+,2030,1114290
population,Algeria,DZA,female,15+,2024,15987151
population,Algeria,DZA,female,15+,2025,16296550
population,Algeria,DZA,female,15+,2026,16617579
population,Algeria,DZA,female,15+,2027,16954282
population,Algeria,DZA,female,15+,2028,17304772
population,Algeria,DZA,female,15+,2029,17665392
population,Algeria,DZA,female,15+,2030,18034490
population,Algeria,DZA,male,15+,2024,16628843
population,Algeria,DZA,male,15+,2025,16943508
population,Algeria,DZA,male,15+,2026,17269184
population,Algeria,DZA,male,15+,2027,17610240
population,Algeria,DZA,male,15+,2028,17964956
population,Algeria,DZA,male,15+,2029,18329360
population,Algeria,DZA,male,15+,2030,18701460
population,American Samoa,ASM,female,15+,2024,16893
population,American Samoa,ASM,female,15+,2025,16806
population,American Samoa,ASM,female,15+,2026,16728
population,American Samoa,ASM,female,15+,2027,16666
population,American Samoa,ASM,female,15+,2028,16628
population,American Samoa,ASM,female,15+,2029,16592
population,American Samoa,ASM,female,15+,2030,16566
population,American Samoa,ASM,male,15+,2024,17242
population,American Samoa,ASM,male,15+,2025,17095
population,American Samoa,ASM,male,15+,2026,16958
population,American Samoa,ASM,male,15+,2027,16840
population,American Samoa,ASM,male,15+,2028,16744
population,American Samoa,ASM,male,15+,2029,16651
population,American Samoa,ASM,male,15+,2030,16562
population,Andorra,AND,female,15+,2024,35302
population,Andorra,AND,female,15+,2025,35858
population,Andorra,AND,female,15+,2026,36353
population,Andorra,AND,female,15+,2027,36775
population,Andorra,AND,female,15+,2028,37086
population,Andorra,AND,female,15+,2029,37339
population,Andorra,AND,female,15+,2030,37571
population,Andorra,AND,male,15+,2024,36896
population,Andorra,AND,male,15+,2025,37414
population,Andorra,AND,male,15+,2026,37884
population,Andorra,AND,male,15+,2027,38274
population,Andorra,AND,male,15+,2028,38546
population,Andorra,AND,male,15+,2029,38752
population,Andorra,AND,male,15+,2030,38936
population,Angola,AGO,female,15+,2024,10782976
population,Angola,AGO,female,15+,2025,11159253
population,Angola,AGO,female,15+,2026,11548797
population,Angola,AGO,female,15+,2027,11952252
population,Angola,AGO,female,15+,2028,12370092
population,Angola,AGO,female,15+,2029,12799832
population,Angola,AGO,female,15+,2030,13240032
population,Angola,AGO,male,15+,2024,10300134
population,Angola,AGO,male,15+,2025,10664720
population,Angola,AGO,male,15+,2026,11042365
population,Angola,AGO,male,15+,2027,11433650
population,Angola,AGO,male,15+,2028,11839272
population,Angola,AGO,male,15+,2029,12256808
population,Angola,AGO,male,15+,2030,12684839
population,Anguilla,AIA,female,15+,2024,6331
population,Anguilla,AIA,female,15+,2025,6442
population,Anguilla,AIA,female,15+,2026,6523
population,Anguilla,AIA,female,15+,2027,6585
population,Anguilla,AIA,female,15+,2028,6636
population,Anguilla,AIA,female,15+,2029,6671
population,Anguilla,AIA,female,15+,2030,6694
population,Anguilla,AIA,male,15+,2024,5881
population,Anguilla,AIA,male,15+,2025,5980
population,Anguilla,AIA,male,15+,2026,6051
population,Anguilla,AIA,male,15+,2027,6100
population,Anguilla,AIA,male,15+,2028,6136
population,Anguilla,AIA,male,15+,2029,6157
population,Anguilla,AIA,male,15+,2030,6176
population,Antigua and Barbuda,ATG,female,15+,2024,40916
population,Antigua and Barbuda,ATG,female,15+,2025,41252
population,Antigua and Barbuda,ATG,female,15+,2026,41540
population,Antigua and Barbuda,ATG,female,15+,2027,41796
population,Antigua and Barbuda,ATG,female,15+,2028,42014
population,Antigua and Barbuda,ATG,female,15+,2029,42200
population,Antigua and Barbuda,ATG,female,15+,2030,42376
population,Antigua and Barbuda,ATG,male,15+,2024,36164
population,Antigua and Barbuda,ATG,male,15+,2025,36498
population,Antigua and Barbuda,ATG,male,15+,2026,36787
population,Antigua and Barbuda,ATG,male,15+,2027,37044
population,Antigua and Barbuda,ATG,male,15+,2028,37256
population,Antigua and Barbuda,ATG,male,15+,2029,37444
population,Antigua and Barbuda,ATG,male,15+,2030,37624
population,Argentina,ARG,female,15+,2024,18209888
population,Argentina,ARG,female,15+,2025,18396370
population,Argentina,ARG,female,15+,2026,18584215
population,Argentina,ARG,female,15+,2027,18765658
population,Argentina,ARG,female,15+,2028,18944209
population,Argentina,ARG,female,15+,2029,19130340
population,Argentina,ARG,female,15+,2030,19318314
population,Argentina,ARG,male,15+,2024,17614100
population,Argentina,ARG,male,15+,2025,17819014
population,Argentina,ARG,male,15+,2026,18025062
population,Argentina,ARG,male,15+,2027,18223876
population,Argentina,ARG,male,15+,2028,18418827
population,Argentina,ARG,male,15+,2029,18620921
population,Argentina,ARG,male,15+,2030,18824107
population,Armenia,ARM,female,15+,2024,1317912
population,Armenia,ARM,female,15+,2025,1312580
population,Armenia,ARM,female,15+,2026,1307688
population,Armenia,ARM,female,15+,2027,1303522
population,Armenia,ARM,female,15+,2028,1299862
population,Armenia,ARM,female,15+,2029,1296196
population,Armenia,ARM,female,15+,2030,1292425
population,Armenia,ARM,male,15+,2024,1083848
population,Armenia,ARM,male,15+,2025,1079202
population,Armenia,ARM,male,15+,2026,1075284
population,Armenia,ARM,male,15+,2027,1072277
population,Armenia,ARM,male,15+,2028,1069840
population,Armenia,ARM,male,15+,2029,1067412
population,Armenia,ARM,male,15+,2030,1064886
population,Aruba,ABW,female,15+,2024,48092
population,Aruba,ABW,female,15+,2025,48307
population,Aruba,ABW,female,15+,2026,48492
population,Aruba,ABW,female,15+,2027,48656
population,Aruba,ABW,female,15+,2028,48807
population,Aruba,ABW,female,15+,2029,48929
population,Aruba,ABW,female,15+,2030,49013
population,Aruba,ABW,male,15+,2024,41770
population,Aruba,ABW,male,15+,2025,41976
population,Aruba,ABW,male,15+,2026,42160
population,Aruba,ABW,male,15+,2027,42332
population,Aruba,ABW,male,15+,2028,42484
population,Aruba,ABW,male,15+,2029,42606
population,Aruba,ABW,male,15+,2030,42696
population,Australia,AUS,female,15+,2024,11141258
population,Australia,AUS,female,15+,2025,11269710
population,Australia,AUS,female,15+,2026,11395508
population,Australia,AUS,female,15+,2027,11519604
population,Australia,AUS,female,15+,2028,11643208
population,Australia,AUS,female,15+,2029,11763762
population,Australia,AUS,female,15+,2030,11881872
population,Australia,AUS,male,15+,2024,10805818
population,Australia,AUS,male,15+,2025,10935414
population,Australia,AUS,male,15+,2026,11061697
population,Australia,AUS,male,15+,2027,11186103
population,Australia,AUS,male,15+,2028,11309915
population,Australia,AUS,male,15+,2029,11430365
population,Australia,AUS,male,15+,2030,11548058
population,Austria,AUT,female,15+,2024,3999751
population,Austria,AUT,female,15+,2025,3998803
population,Austria,AUT,female,15+,2026,3998709
population,Austria,AUT,female,15+,2027,3999070
population,Austria,AUT,female,15+,2028,4000236
population,Austria,AUT,female,15+,2029,4001755
population,Austria,AUT,female,15+,2030,4003185
population,Austria,AUT,male,15+,2024,3823352
population,Austria,AUT,male,15+,2025,3825450
population,Austria,AUT,male,15+,2026,3828611
population,Austria,AUT,male,15+,2027,3832312
population,Austria,AUT,male,15+,2028,3836602
population,Austria,AUT,male,15+,2029,3841240
population,Austria,AUT,male,15+,2030,3845936
population,Azerbaijan,AZE,female,15+,2024,4201806
population,Azerbaijan,AZE,female,15+,2025,4254896
population,Azerbaijan,AZE,female,15+,2026,4306846
population,Azerbaijan,AZE,female,15+,2027,4357122
population,Azerbaijan,AZE,female,15+,2028,4407030
population,Azerbaijan,AZE,female,15+,2029,4455701
population,Azerbaijan,AZE,female,15+,2030,4502274
population,Azerbaijan,AZE,male,15+,2024,3880195
population,Azerbaijan,AZE,male,15+,2025,3938452
population,Azerbaijan,AZE,male,15+,2026,3995539
population,Azerbaijan,AZE,male,15+,2027,4050576
population,Azerbaijan,AZE,male,15+,2028,4104690
population,Azerbaijan,AZE,male,15+,2029,4157210
population,Azerbaijan,AZE,male,15+,2030,4207228
population,Bahamas,BHS,female,15+,2024,174170
population,Bahamas,BHS,female,15+,2025,175790
population,Bahamas,BHS,female,15+,2026,177230
population,Bahamas,BHS,female,15+,2027,178606
population,Bahamas,BHS,female,15+,2028,179946
population,Bahamas,BHS,female,15+,2029,181230
population,Bahamas,BHS,female,15+,2030,182382
population,Bahamas,BHS,male,15+,2024,155232
population,Bahamas,BHS,male,15+,2025,156516
population,Bahamas,BHS,male,15+,2026,157633
population,Bahamas,BHS,male,15+,2027,158695
population,Bahamas,BHS,male,15+,2028,159735
population,Bahamas,BHS,male,15+,2029,160736
population,Bahamas,BHS,male,15+,2030,161616
population,Bahrain,BHR,female,15+,2024,462505
population,Bahrain,BHR,female,15+,2025,475075
population,Bahrain,BHR,female,15+,2026,486778
population,Bahrain,BHR,female,15+,2027,497460
population,Bahrain,BHR,female,15+,2028,507186
population,Bahrain,BHR,female,15+,2029,516199
population,Bahrain,BHR,female,15+,2030,524669
population,Bahrain,BHR,male,15+,2024,843756
population,Bahrain,BHR,male,15+,2025,865548
population,Bahrain,BHR,male,15+,2026,884489
population,Bahrain,BHR,male,15+,2027,900198
population,Bahrain,BHR,male,15+,2028,912948
population,Bahrain,BHR,male,15+,2029,923604
population,Bahrain,BHR,male,15+,2030,932816
population,Bangladesh,BGD,female,15+,2024,64719876
population,Bangladesh,BGD,female,15+,2025,65784690
population,Bangladesh,BGD,female,15+,2026,66828994
population,Bangladesh,BGD,female,15+,2027,67850938
population,Bangladesh,BGD,female,15+,2028,68855064
population,Bangladesh,BGD,female,15+,2029,69845442
population,Bangladesh,BGD,female,15+,2030,70826128
population,Bangladesh,BGD,male,15+,2024,60264238
population,Bangladesh,BGD,male,15+,2025,61332260
population,Bangladesh,BGD,male,15+,2026,62395390
population,Bangladesh,BGD,male,15+,2027,63433876
population,Bangladesh,BGD,male,15+,2028,64441919
population,Bangladesh,BGD,male,15+,2029,65421284
population,Bangladesh,BGD,male,15+,2030,66378424
population,Barbados,BRB,female,15+,2024,123098
population,Barbados,BRB,female,15+,2025,123388
population,Barbados,BRB,female,15+,2026,123602
population,Barbados,BRB,female,15+,2027,123767
population,Barbados,BRB,female,15+,2028,123893
population,Barbados,BRB,female,15+,2029,123972
population,Barbados,BRB,female,15+,2030,123998
population,Barbados,BRB,male,15+,2024,110669
population,Barbados,BRB,male,15+,2025,111010
population,Barbados,BRB,male,15+,2026,111262
population,Barbados,BRB,male,15+,2027,111467
population,Barbados,BRB,male,15+,2028,111626
population,Barbados,BRB,male,15+,2029,111736
population,Barbados,BRB,male,15+,2030,111797
population,Belarus,BLR,female,15+,2024,4119801
population,Belarus,BLR,female,15+,2025,4111649
population,Belarus,BLR,female,15+,2026,4103656
population,Belarus,BLR,female,15+,2027,4097808
population,Belarus,BLR,female,15+,2028,4094073
population,Belarus,BLR,female,15+,2029,4090500
population,Belarus,BLR,female,15+,2030,4086886
population,Belarus,BLR,male,15+,2024,3460905
population,Belarus,BLR,male,15+,2025,3456340
population,Belarus,BLR,male,15+,2026,3451928
population,Belarus,BLR,male,15+,2027,3449903
population,Belarus,BLR,male,15+,2028,3450310
population,Belarus,BLR,male,15+,2029,3451216
population,Belarus,BLR,male,15+,2030,3452342
population,Belgium,BEL,female,15+,2024,5032474
population,Belgium,BEL,female,15+,2025,5055183
population,Belgium,BEL,female,15+,2026,5076478
population,Belgium,BEL,female,15+,2027,5096429
population,Belgium,BEL,female,15+,2028,5115116
population,Belgium,BEL,female,15+,2029,5132588
population,Belgium,BEL,female,15+,2030,5148686
population,Belgium,BEL,male,15+,2024,4828542
population,Belgium,BEL,male,15+,2025,4856867
population,Belgium,BEL,male,15+,2026,4883389
population,Belgium,BEL,male,15+,2027,4908204
population,Belgium,BEL,male,15+,2028,4931599
population,Belgium,BEL,male,15+,2029,4953888
population,Belgium,BEL,male,15+,2030,4974450
population,Belize,BLZ,female,15+,2024,152513
population,Belize,BLZ,female,15+,2025,155372
population,Belize,BLZ,female,15+,2026,158088
population,Belize,BLZ,female,15+,2027,160838
population,Belize,BLZ,female,15+,2028,163610
population,Belize,BLZ,female,15+,2029,166422
population,Belize,BLZ,female,15+,2030,169240
population,Belize,BLZ,male,15+,2024,153708
population,Belize,BLZ,male,15+,2025,156450
population,Belize,BLZ,male,15+,2026,159054
population,Belize,BLZ,male,15+,2027,161690
population,Belize,BLZ,male,15+,2028,164344
population,Belize,BLZ,male,15+,2029,167042
population,Belize,BLZ,male,15+,2030,169755
population,Benin,BEN,female,15+,2024,4246232
population,Benin,BEN,female,15+,2025,4369451
population,Benin,BEN,female,15+,2026,4496920
population,Benin,BEN,female,15+,2027,4628864
population,Benin,BEN,female,15+,2028,4765084
population,Benin,BEN,female,15+,2029,4905392
population,Benin,BEN,female,15+,2030,5048561
population,Benin,BEN,male,15+,2024,4206870
population,Benin,BEN,male,15+,2025,4332631
population,Benin,BEN,male,15+,2026,4462467
population,Benin,BEN,male,15+,2027,4596687
population,Benin,BEN,male,15+,2028,4735079
population,Benin,BEN,male,15+,2029,4877372
population,Benin,BEN,male,15+,2030,5022294
population,Bermuda,BMU,female,15+,2024,28718
population,Bermuda,BMU,female,15+,2025,28776
population,Bermuda,BMU,female,15+,2026,28819
population,Bermuda,BMU,female,15+,2027,28850
population,Bermuda,BMU,female,15+,2028,28874
population,Bermuda,BMU,female,15+,2029,28884
population,Bermuda,BMU,female,15+,2030,28874
population,Bermuda,BMU,male,15+,2024,27124
population,Bermuda,BMU,male,15+,2025,27159
population,Bermuda,BMU,male,15+,2026,27170
population,Bermuda,BMU,male,15+,2027,27154
population,Bermuda,BMU,male,15+,2028,27123
population,Bermuda,BMU,male,15+,2029,27083
population,Bermuda,BMU,male,15+,2030,27042
population,Bhutan,BTN,female,15+,2024,288760
population,Bhutan,BTN,female,15+,2025,292912
population,Bhutan,BTN,female,15+,2026,297210
population,Bhutan,BTN,female,15+,2027,301375
population,Bhutan,BTN,female,15+,2028,305330
population,Bhutan,BTN,female,15+,2029,309032
population,Bhutan,BTN,female,15+,2030,312388
population,Bhutan,BTN,male,15+,2024,337262
population,Bhutan,BTN,male,15+,2025,341556
population,Bhutan,BTN,male,15+,2026,346070
population,Bhutan,BTN,male,15+,2027,350352
population,Bhutan,BTN,male,15+,2028,354304
population,Bhutan,BTN,male,15+,2029,357943
population,Bhutan,BTN,male,15+,2030,361236
population,Bolivia (Plurinational State of),BOL,female,15+,2024,4377391
population,Bolivia (Plurinational State of),BOL,female,15+,2025,4459502
population,Bolivia (Plurinational State of),BOL,female,15+,2026,4541372
population,Bolivia (Plurinational State of),BOL,female,15+,2027,4622936
population,Bolivia (Plurinational State of),BOL,female,15+,2028,4704062
population,Bolivia (Plurinational State of),BOL,female,15+,2029,4784612
population,Bolivia (Plurinational State of),BOL,female,15+,2030,4864548
population,Bolivia (Plurinational State of),BOL,male,15+,2024,4338424
population,Bolivia (Plurinational State of),BOL,male,15+,2025,4418206
population,Bolivia (Plurinational State of),BOL,male,15+,2026,4497548
population,Bolivia (Plurinational State of),BOL,male,15+,2027,4576361
population,Bolivia (Plurinational State of),BOL,male,15+,2028,4654496
population,Bolivia (Plurinational State of),BOL,male,15+,2029,4731825
population,Bolivia (Plurinational State of),BOL,male,15+,2030,4808314
population,"Bonaire, Sint Eustatius and Saba",BES,female,15+,2024,12519
population,"Bonaire, Sint Eustatius and Saba",BES,female,15+,2025,12834
population,"Bonaire, Sint Eustatius and Saba",BES,female,15+,2026,13117
population,"Bonaire, Sint Eustatius and Saba",BES,female,15+,2027,13370
population,"Bonaire, Sint Eustatius and Saba",BES,female,15+,2028,13596
population,"Bonaire, Sint Eustatius and Saba",BES,female,15+,2029,13785
population,"Bonaire, Sint Eustatius and Saba",BES,female,15+,2030,13946
population,"Bonaire, Sint Eustatius and Saba",BES,male,15+,2024,13316
population,"Bonaire, Sint Eustatius and Saba",BES,male,15+,2025,13598
population,"Bonaire, Sint Eustatius and Saba",BES,male,15+,2026,13844
population,"Bonaire, Sint Eustatius and Saba",BES,male,15+,2027,14060
population,"Bonaire, Sint Eustatius and Saba",BES,male,15+,2028,14240
population,"Bonaire, Sint Eustatius and Saba",BES,male,15+,2029,14376
population,"Bonaire, Sint Eustatius and Saba",BES,male,15+,2030,14488
population,Bosnia and Herzegovina,BIH,female,15+,2024,1459339
population,Bosnia and Herzegovina,BIH,female,15+,2025,1449962
population,Bosnia and Herzegovina,BIH,female,15+,2026,1439063
population,Bosnia and Herzegovina,BIH,female,15+,2027,1427510
population,Bosnia and Herzegovina,BIH,female,15+,2028,1416097
population,Bosnia and Herzegovina,BIH,female,15+,2029,1404750
population,Bosnia and Herzegovina,BIH,female,15+,2030,1393441
population,Bosnia and Herzegovina,BIH,male,15+,2024,1292364
population,Bosnia and Herzegovina,BIH,male,15+,2025,1286676
population,Bosnia and Herzegovina,BIH,male,15+,2026,1279466
population,Bosnia and Herzegovina,BIH,male,15+,2027,1271570
population,Bosnia and Herzegovina,BIH,male,15+,2028,1263798
population,Bosnia and Herzegovina,BIH,male,15+,2029,1256028
population,Bosnia and Herzegovina,BIH,male,15+,2030,1248238
population,Botswana,BWA,female,15+,2024,862534
population,Botswana,BWA,female,15+,2025,879360
population,Botswana,BWA,female,15+,2026,896438
population,Botswana,BWA,female,15+,2027,913669
population,Botswana,BWA,female,15+,2028,930930
population,Botswana,BWA,female,15+,2029,948334
population,Botswana,BWA,female,15+,2030,966232
population,Botswana,BWA,male,15+,2024,848572
population,Botswana,BWA,male,15+,2025,863994
population,Botswana,BWA,male,15+,2026,879758
population,Botswana,BWA,male,15+,2027,895710
population,Botswana,BWA,male,15+,2028,911666
population,Botswana,BWA,male,15+,2029,927706
population,Botswana,BWA,male,15+,2030,944202
population,Brazil,BRA,female,15+,2024,87280218
population,Brazil,BRA,female,15+,2025,87945276
population,Brazil,BRA,female,15+,2026,88589667
population,Brazil,BRA,female,15+,2027,89215748
population,Brazil,BRA,female,15+,2028,89824870
population,Brazil,BRA,female,15+,2029,90424790
population,Brazil,BRA,female,15+,2030,91016714
population,Brazil,BRA,male,15+,2024,83028540
population,Brazil,BRA,male,15+,2025,83609994
population,Brazil,BRA,male,15+,2026,84171244
population,Brazil,BRA,male,15+,2027,84714950
population,Brazil,BRA,male,15+,2028,85242740
population,Brazil,BRA,male,15+,2029,85763084
population,Brazil,BRA,male,15+,2030,86278080
population,British Virgin Islands,VGB,female,15+,2024,17962
population,British Virgin Islands,VGB,female,15+,2025,18168
population,British Virgin Islands,VGB,female,15+,2026,18332
population,British Virgin Islands,VGB,female,15+,2027,18478
population,British Virgin Islands,VGB,female,15+,2028,18618
population,British Virgin Islands,VGB,female,15+,2029,18758
population,British Virgin Islands,VGB,female,15+,2030,18888
population,British Virgin Islands,VGB,male,15+,2024,15788
population,British Virgin Islands,VGB,male,15+,2025,15968
population,British Virgin Islands,VGB,male,15+,2026,16102
population,British Virgin Islands,VGB,male,15+,2027,16212
population,British Virgin Islands,VGB,male,15+,2028,16312
population,British Virgin Islands,VGB,male,15+,2029,16416
population,British Virgin Islands,VGB,male,15+,2030,16520
population,Brunei Darussalam,BRN,female,15+,2024,170694
population,Brunei Darussalam,BRN,female,15+,2025,172650
population,Brunei Darussalam,BRN,female,15+,2026,174635
population,Brunei Darussalam,BRN,female,15+,2027,176692
population,Brunei Darussalam,BRN,female,15+,2028,178778
population,Brunei Darussalam,BRN,female,15+,2029,180852
population,Brunei Darussalam,BRN,female,15+,2030,182904
population,Brunei Darussalam,BRN,male,15+,2024,195665
population,Brunei Darussalam,BRN,male,15+,2025,197495
population,Brunei Darussalam,BRN,male,15+,2026,199338
population,Brunei Darussalam,BRN,male,15+,2027,201312
population,Brunei Darussalam,BRN,male,15+,2028,203316
population,Brunei Darussalam,BRN,male,15+,2029,205259
population,Brunei Darussalam,BRN,male,15+,2030,207182
population,Bulgaria,BGR,female,15+,2024,3012087
population,Bulgaria,BGR,female,15+,2025,2995786
population,Bulgaria,BGR,female,15+,2026,2977061
population,Bulgaria,BGR,female,15+,2027,2956968
population,Bulgaria,BGR,female,15+,2028,2935693
population,Bulgaria,BGR,female,15+,2029,2914184
population,Bulgaria,BGR,female,15+,2030,2892350
population,Bulgaria,BGR,male,15+,2024,2767462
population,Bulgaria,BGR,male,15+,2025,2751896
population,Bulgaria,BGR,male,15+,2026,2734689
population,Bulgaria,BGR,male,15+,2027,2716568
population,Bulgaria,BGR,male,15+,2028,2697186
population,Bulgaria,BGR,male,15+,2029,2677746
population,Bulgaria,BGR,male,15+,2030,2658650
population,Burkina Faso,BFA,female,15+,2024,6972240
population,Burkina Faso,BFA,female,15+,2025,7199096
population,Burkina Faso,BFA,female,15+,2026,7431998
population,Burkina Faso,BFA,female,15+,2027,7670584
population,Burkina Faso,BFA,female,15+,2028,7914239
population,Burkina Faso,BFA,female,15+,2029,8161412
population,Burkina Faso,BFA,female,15+,2030,8411286
population,Burkina Faso,BFA,male,15+,2024,6732672
population,Burkina Faso,BFA,male,15+,2025,6963996
population,Burkina Faso,BFA,male,15+,2026,7201315
population,Burkina Faso,BFA,male,15+,2027,7444288
population,Burkina Faso,BFA,male,15+,2028,7692220
population,Burkina Faso,BFA,male,15+,2029,7943469
population,Burkina Faso,BFA,male,15+,2030,8197103
population,Burundi,BDI,female,15+,2024,3947842
population,Burundi,BDI,female,15+,2025,4095558
population,Burundi,BDI,female,15+,2026,4247895
population,Burundi,BDI,female,15+,2027,4405133
population,Burundi,BDI,female,15+,2028,4570673
population,Burundi,BDI,female,15+,2029,4738190
population,Burundi,BDI,female,15+,2030,4902289
population,Burundi,BDI,male,15+,2024,3820738
population,Burundi,BDI,male,15+,2025,3965542
population,Burundi,BDI,male,15+,2026,4114824
population,Burundi,BDI,male,15+,2027,4268902
population,Burundi,BDI,male,15+,2028,4431186
population,Burundi,BDI,male,15+,2029,4595328
population,Burundi,BDI,male,15+,2030,4755920
population,Cabo Verde,CPV,female,15+,2024,192693
population,Cabo Verde,CPV,female,15+,2025,195738
population,Cabo Verde,CPV,female,15+,2026,198774
population,Cabo Verde,CPV,female,15+,2027,201792
population,Cabo Verde,CPV,female,15+,2028,204790
population,Cabo Verde,CPV,female,15+,2029,207766
population,Cabo Verde,CPV,female,15+,2030,210770
population,Cabo Verde,CPV,male,15+,2024,198092
population,Cabo Verde,CPV,male,15+,2025,201365
population,Cabo Verde,CPV,male,15+,2026,204623
population,Cabo Verde,CPV,male,15+,2027,207840
population,Cabo Verde,CPV,male,15+,2028,210978
population,Cabo Verde,CPV,male,15+,2029,214028
population,Cabo Verde,CPV,male,15+,2030,217058
population,Cambodia,KHM,female,15+,2024,6423803
population,Cambodia,KHM,female,15+,2025,6521647
population,Cambodia,KHM,female,15+,2026,6617258
population,Cambodia,KHM,female,15+,2027,6711808
population,Cambodia,KHM,female,15+,2028,6807494
population,Cambodia,KHM,female,15+,2029,6904078
population,Cambodia,KHM,female,15+,2030,7001501
population,Cambodia,KHM,male,15+,2024,5959844
population,Cambodia,KHM,male,15+,2025,6061662
population,Cambodia,KHM,male,15+,2026,6160613
population,Cambodia,KHM,male,15+,2027,6258142
population,Cambodia,KHM,male,15+,2028,6356870
population,Cambodia,KHM,male,15+,2029,6456772
population,Cambodia,KHM,male,15+,2030,6557920
population,Cameroon,CMR,female,15+,2024,8621102
population,Cameroon,CMR,female,15+,2025,8895108
population,Cameroon,CMR,female,15+,2026,9173375
population,Cameroon,CMR,female,15+,2027,9456112
population,Cameroon,CMR,female,15+,2028,9743808
population,Cameroon,CMR,female,15+,2029,10036444
population,Cameroon,CMR,female,15+,2030,10338756
population,Cameroon,CMR,male,15+,2024,8433114
population,Cameroon,CMR,male,15+,2025,8698624
population,Cameroon,CMR,male,15+,2026,8968488
population,Cameroon,CMR,male,15+,2027,9242966
population,Cameroon,CMR,male,15+,2028,9522585
population,Cameroon,CMR,male,15+,2029,9807164
population,Cameroon,CMR,male,15+,2030,10101423
population,Canada,CAN,female,15+,2024,17075292
population,Canada,CAN,female,15+,2025,17268036
population,Canada,CAN,female,15+,2026,17441267
population,Canada,CAN,female,15+,2027,17603020
population,Canada,CAN,female,15+,2028,17759602
population,Canada,CAN,female,15+,2029,17910150
population,Canada,CAN,female,15+,2030,18055058
population,Canada,CAN,male,15+,2024,16661532
population,Canada,CAN,male,15+,2025,16847580
population,Canada,CAN,male,15+,2026,17015352
population,Canada,CAN,male,15+,2027,17172748
population,Canada,CAN,male,15+,2028,17325768
population,Canada,CAN,male,15+,2029,17473114
population,Canada,CAN,male,15+,2030,17615205
population,Cayman Islands,CYM,female,15+,2024,31118
population,Cayman Islands,CYM,female,15+,2025,31752
population,Cayman Islands,CYM,female,15+,2026,32374
population,Cayman Islands,CYM,female,15+,2027,32986
population,Cayman Islands,CYM,female,15+,2028,33588
population,Cayman Islands,CYM,female,15+,2029,34179
population,Cayman Islands,CYM,female,15+,2030,34764
population,Cayman Islands,CYM,male,15+,2024,31286
population,Cayman Islands,CYM,male,15+,2025,31914
population,Cayman Islands,CYM,male,15+,2026,32528
population,Cayman Islands,CYM,male,15+,2027,33127
population,Cayman Islands,CYM,male,15+,2028,33712
population,Cayman Islands,CYM,male,15+,2029,34277
population,Cayman Islands,CYM,male,15+,2030,34830
population,Central African Republic,CAF,female,15+,2024,1477754
population,Central African Republic,CAF,female,15+,2025,1532513
population,Central African Republic,CAF,female,15+,2026,1592196
population,Central African Republic,CAF,female,15+,2027,1652206
population,Central African Republic,CAF,female,15+,2028,1711973
population,Central African Republic,CAF,female,15+,2029,1770523
population,Central African Republic,CAF,female,15+,2030,1827247
population,Central African Republic,CAF,male,15+,2024,1240718
population,Central African Republic,CAF,male,15+,2025,1296758
population,Central African Republic,CAF,male,15+,2026,1358428
population,Central African Republic,CAF,male,15+,2027,1420612
population,Central African Republic,CAF,male,15+,2028,1482656
population,Central African Republic,CAF,male,15+,2029,1543540
population,Central African Republic,CAF,male,15+,2030,1602710
population,Chad,TCD,female,15+,2024,5505561
population,Chad,TCD,female,15+,2025,5706905
population,Chad,TCD,female,15+,2026,5851227
population,Chad,TCD,female,15+,2027,6025050
population,Chad,TCD,female,15+,2028,6226724
population,Chad,TCD,female,15+,2029,6434549
population,Chad,TCD,female,15+,2030,6647404
population,Chad,TCD,male,15+,2024,5442846
population,Chad,TCD,male,15+,2025,5643157
population,Chad,TCD,male,15+,2026,5788229
population,Chad,TCD,male,15+,2027,5961990
population,Chad,TCD,male,15+,2028,6162788
population,Chad,TCD,male,15+,2029,6369505
population,Chad,TCD,male,15+,2030,6581016
population,Chile,CHL,female,15+,2024,8296371
population,Chile,CHL,female,15+,2025,8376820
population,Chile,CHL,female,15+,2026,8454068
population,Chile,CHL,female,15+,2027,8528958
